                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.81478,                0.27784,                0.13222,                0.56292,                0.88051,                0.98733,                0.96156,                0.99063,                0.78189,                0.98718,                0.96605,                0.98858,                0.98426,                0.80003,                 0.1505,                0.03197,                0.49985,                0.87627,              0.0099762,              0.0099762,              0.0099762
                     15,                0.81535,                0.24578,                0.12365,                 0.5585,                0.87953,                0.98493,                0.96934,                0.99036,                0.81537,                0.98538,                0.96259,                0.98443,                0.97803,                0.71378,                0.18909,                0.02936,                0.58328,                0.85911,              0.0099743,              0.0099743,              0.0099743
                     16,                0.75802,                 0.2192,                0.12422,                0.53295,                0.88004,                0.98241,                0.98078,                0.99258,                0.82921,                0.98142,                0.97978,                0.99247,                0.98691,                 0.6603,                0.13372,                0.02695,                0.46882,                0.84488,              0.0099723,              0.0099723,              0.0099723
                     17,                0.72123,                0.23938,                0.11972,                 0.5408,                0.87309,                0.99111,                0.98392,                0.99429,                0.85296,                0.98925,                0.98241,                0.99402,                 0.9873,                 0.6009,                0.15835,                 0.0247,                 0.4175,                0.83979,              0.0099703,              0.0099703,              0.0099703
                     18,                0.72238,                0.24016,                0.10889,                0.49602,                0.86342,                0.98107,                0.96388,                0.98699,                0.79826,                0.95283,                0.93683,                0.94279,                0.90454,                0.77522,                0.36864,                0.03975,                0.49114,                0.87457,              0.0099683,              0.0099683,              0.0099683
                     19,                0.72454,                0.20091,                0.11348,                0.50358,                0.86754,                0.99052,                0.97572,                0.99273,                0.81249,                0.98892,                0.97422,                0.98968,                0.98761,                0.73145,                0.15055,                0.02942,                0.47855,                0.85808,              0.0099663,              0.0099663,              0.0099663
                     20,                0.72867,                0.19733,                0.11077,                0.48864,                0.87441,                0.99238,                0.98464,                0.99411,                0.82795,                0.99238,                0.98464,                  0.994,                0.98962,                 0.6619,                0.12913,                 0.0267,                0.43574,                0.83905,              0.0099644,              0.0099644,              0.0099644
                     21,                0.70912,                0.19782,                0.11179,                0.49579,                 0.8595,                0.99106,                0.98869,                0.99438,                0.86184,                0.98952,                 0.9872,                0.99411,                0.99085,                0.57134,                0.10866,                0.02766,                0.38487,                0.82746,              0.0099624,              0.0099624,              0.0099624
                     22,                0.67772,                0.19186,                 0.1037,                0.49162,                0.85914,                0.98996,                0.98761,                0.99402,                0.85171,                0.98748,                 0.9854,                0.99176,                0.99051,                0.59911,                0.10639,                0.02611,                0.40446,                0.82889,              0.0099604,              0.0099604,              0.0099604
                     23,                0.65248,                0.20316,                0.10031,                  0.464,                0.84804,                0.99252,                0.99022,                0.99472,                0.86649,                 0.9896,                0.98588,                0.99199,                0.98935,                0.56129,                0.13443,                0.02105,                0.37758,                0.82918,              0.0099584,              0.0099584,              0.0099584
                     24,                0.66689,                0.21699,                0.09767,                0.46502,                0.85669,                 0.9936,                0.99248,                0.99475,                0.86643,                0.98963,                0.98953,                 0.9922,                0.99052,                0.58049,                0.12214,                0.02285,                0.36808,                0.82882,              0.0099564,              0.0099564,              0.0099564
                     25,                 0.6668,                  0.196,                0.09362,                0.46057,                0.84682,                0.99181,                0.98923,                0.99449,                0.86596,                0.99036,                0.98963,                0.99433,                0.99188,                0.57041,                0.12268,                 0.0213,                 0.3961,                0.83061,              0.0099545,              0.0099545,              0.0099545
                     26,                0.69377,                0.18977,                0.09467,                0.46445,                0.86386,                 0.9914,                0.98752,                0.99459,                0.88333,                  0.994,                0.98403,                0.99306,                0.99088,                0.50999,                0.11004,                0.02232,                0.36044,                0.81499,              0.0099525,              0.0099525,              0.0099525
                     27,                0.66427,                 0.1755,                0.08362,                0.44451,                0.85036,                0.98819,                0.99055,                0.99409,                0.86931,                0.98653,                 0.9869,                0.99115,                0.98915,                0.55696,                0.11594,                0.01941,                0.36781,                0.82513,              0.0099505,              0.0099505,              0.0099505
                     28,                0.64294,                0.17619,                0.09114,                0.43858,                0.84864,                0.99396,                0.98364,                0.99414,                 0.8613,                0.99237,                0.98273,                0.99078,                0.98555,                0.60614,                 0.1525,                0.01981,                0.39913,                0.82948,              0.0099485,              0.0099485,              0.0099485
                     29,                0.60995,                0.16644,                0.08347,                0.45902,                 0.8387,                0.99161,                0.98746,                0.99433,                0.85987,                 0.9906,                0.98646,                0.99399,                 0.9915,                0.59131,                0.09521,                 0.0194,                0.39046,                0.83234,              0.0099465,              0.0099465,              0.0099465
                     30,                0.61643,                0.17499,                0.08476,                0.45156,                0.84103,                0.99731,                0.98676,                0.99468,                0.86492,                0.99414,                0.98262,                0.99181,                0.99076,                0.55014,                0.11584,                0.02055,                0.38063,                0.81656,              0.0099446,              0.0099446,              0.0099446
                     31,                 0.6571,                0.17077,                 0.0878,                0.45889,                0.84396,                0.99051,                0.97942,                0.99245,                0.88287,                0.98631,                0.97271,                0.98065,                0.96898,                0.50562,                0.16993,                0.02129,                0.37139,                0.81512,              0.0099426,              0.0099426,              0.0099426
                     32,                0.60991,                0.18876,                0.08769,                0.42805,                0.83987,                0.98825,                0.98126,                0.99377,                0.87688,                0.98782,                 0.9761,                0.99062,                0.98437,                0.53579,                0.13815,                 0.0272,                 0.3669,                0.82303,              0.0099406,              0.0099406,              0.0099406
                     33,                0.61958,                0.16327,                 0.0746,                0.45295,                0.83778,                 0.9904,                0.99247,                0.99477,                0.87388,                  0.983,                0.98466,                0.98911,                0.98539,                0.54211,                0.17101,                0.01727,                0.36747,                0.82551,              0.0099386,              0.0099386,              0.0099386
                     34,                0.62392,                0.16353,                0.07877,                0.43762,                0.84214,                0.99497,                 0.9874,                 0.9947,                0.87641,                0.98948,                0.98135,                0.98906,                0.98725,                0.53272,                0.15895,                0.01688,                0.36489,                0.81596,              0.0099366,              0.0099366,              0.0099366
                     35,                0.62283,                0.18498,                0.08428,                  0.445,                0.84176,                 0.9951,                0.98931,                0.99463,                0.88891,                0.98739,                0.98012,                0.98526,                 0.9838,                 0.4824,                0.17416,                0.01557,                 0.3686,                0.80803,              0.0099347,              0.0099347,              0.0099347
                     36,                0.60375,                0.17673,                 0.0827,                0.43599,                0.84305,                0.99506,                 0.9918,                 0.9946,                0.88052,                0.99296,                0.98873,                0.99282,                0.99086,                0.50153,                0.11586,                 0.0161,                0.37042,                0.81525,              0.0099327,              0.0099327,              0.0099327
                     37,                0.60576,                0.16304,                0.06977,                0.42381,                0.84501,                0.99332,                0.99238,                0.99477,                0.89372,                0.99139,                0.99052,                0.99223,                0.99172,                0.48232,                0.11144,                0.01765,                0.32841,                0.81372,              0.0099307,              0.0099307,              0.0099307
                     38,                0.60429,                0.17749,                0.06973,                0.42877,                0.83801,                0.97966,                0.98451,                0.99328,                0.88826,                0.98172,                 0.9746,                0.98823,                0.97936,                0.50157,                0.16311,                0.02053,                 0.3652,                0.81377,              0.0099287,              0.0099287,              0.0099287
                     39,                0.60822,                0.16187,                0.07495,                 0.4298,                0.83968,                0.99169,                0.99272,                0.99473,                0.88524,                0.99139,                 0.9899,                0.99269,                0.99036,                0.53168,                0.13474,                0.01537,                0.36712,                0.81748,              0.0099267,              0.0099267,              0.0099267
                     40,                  0.618,                0.16485,                0.06782,                0.42581,                0.84283,                0.99022,                0.98439,                0.99448,                 0.8855,                0.98853,                0.98388,                0.99351,                0.99094,                0.51686,                 0.1016,                0.02198,                0.35436,                0.81691,              0.0099248,              0.0099248,              0.0099248
                     41,                0.57617,                0.15305,                0.06024,                0.41558,                0.83142,                0.98759,                0.99258,                0.99472,                 0.9042,                0.98122,                0.98619,                0.98947,                0.98798,                0.44316,                0.13744,                0.01572,                0.32287,                0.80338,              0.0099228,              0.0099228,              0.0099228
                     42,                 0.5828,                0.16842,                0.06109,                0.40809,                0.83739,                0.99435,                0.99327,                 0.9948,                0.90775,                0.99252,                0.99027,                0.99235,                0.99184,                0.43951,                0.09392,                0.01478,                   0.32,                0.80136,              0.0099208,              0.0099208,              0.0099208
                     43,                 0.5688,                0.14598,                0.06263,                0.38746,                0.83336,                0.99546,                0.98983,                0.99468,                0.90745,                0.99167,                0.98524,                0.99238,                0.99207,                0.46441,                0.10499,                0.01582,                 0.3471,                 0.8084,              0.0099188,              0.0099188,              0.0099188
                     44,                0.57675,                0.14923,                0.06015,                0.42384,                 0.8364,                0.99112,                0.99343,                0.99483,                0.89138,                0.98917,                0.99135,                 0.9943,                0.99222,                0.48885,                0.09577,                0.01301,                 0.3465,                0.81137,              0.0099168,              0.0099168,              0.0099168
                     45,                0.59178,                0.14211,                0.05801,                0.41726,                0.83665,                0.99302,                0.99203,                0.99478,                0.90545,                0.99053,                 0.9894,                0.99268,                0.99147,                0.44898,                0.09725,                0.01347,                0.31808,                0.80681,              0.0099149,              0.0099149,              0.0099149
                     46,                0.57391,                0.15543,                0.05952,                0.39042,                 0.8351,                0.99255,                0.99397,                0.99488,                0.90185,                0.99196,                0.99102,                0.99441,                0.99327,                0.47201,                0.08605,                0.01413,                0.31729,                0.80788,              0.0099129,              0.0099129,              0.0099129
                     47,                 0.5747,                0.12944,                0.06013,                0.40465,                0.83377,                0.99509,                0.99203,                0.99487,                0.89265,                0.99466,                 0.9905,                 0.9948,                0.99411,                0.49402,                0.07014,                0.01344,                0.32056,                0.80963,              0.0099109,              0.0099109,              0.0099109
                     48,                0.55035,                0.14315,                0.05519,                  0.381,                0.82594,                0.99623,                0.99545,                0.99495,                0.90207,                0.99471,                0.99393,                0.99484,                0.99463,                0.47773,                0.07185,                0.01395,                0.31302,                0.80352,              0.0099089,              0.0099089,              0.0099089
                     49,                0.57214,                0.11975,                0.05605,                0.38641,                  0.831,                0.99461,                0.99451,                0.99486,                0.89212,                0.99236,                0.99285,                0.99476,                0.99392,                0.50309,                0.08827,                0.01353,                0.31581,                0.81205,              0.0099069,              0.0099069,              0.0099069
                     50,                0.54089,                0.14698,                0.05113,                 0.3825,                0.83029,                0.99559,                0.99286,                 0.9949,                0.89383,                0.99458,                0.99186,                0.99476,                0.99458,                0.51808,                0.07757,                 0.0115,                0.32312,                0.81168,               0.009905,               0.009905,               0.009905
                     51,                0.54126,                0.13437,                0.05382,                0.38669,                0.82369,                0.99579,                0.99376,                0.99492,                0.88964,                0.99258,                0.99109,                0.99372,                0.99256,                0.50249,                0.09327,                0.01128,                0.32234,                0.80709,               0.009903,               0.009903,               0.009903
                     52,                0.53059,                 0.1239,                0.05513,                0.38564,                 0.8306,                0.99152,                0.99601,                0.99489,                0.89427,                0.98854,                0.99299,                0.99429,                0.99259,                 0.5148,                0.08447,                0.01156,                0.31998,                0.80898,               0.009901,               0.009901,               0.009901
                     53,                 0.5591,                0.09292,                0.05034,                0.38504,                0.82756,                0.99373,                0.99202,                0.99488,                0.89641,                0.99358,                0.98774,                0.99315,                0.99252,                0.51156,                0.08645,                0.01232,                 0.3123,                0.80962,               0.009899,               0.009899,               0.009899
                     54,                0.54936,                0.13529,                0.04888,                0.38858,                 0.8255,                0.99596,                0.99397,                0.99496,                0.91604,                0.99437,                0.98142,                0.98962,                0.98784,                0.42869,                0.13755,                0.00978,                0.29885,                0.80058,               0.009897,               0.009897,               0.009897
                     55,                0.54223,                0.14217,                0.04813,                0.38492,                0.82981,                0.99627,                0.99152,                0.99495,                0.89569,                0.99539,                0.99052,                 0.9947,                0.99381,                 0.4906,                 0.0794,                 0.0111,                 0.3115,                0.80967,              0.0098951,              0.0098951,              0.0098951
                     56,                0.54999,                0.12796,                0.04993,                0.39016,                0.82545,                0.99597,                0.99525,                0.99498,                0.90113,                0.99449,                0.99308,                 0.9948,                0.99361,                0.46667,                0.07508,                0.00986,                0.30013,                0.80262,              0.0098931,              0.0098931,              0.0098931
                     57,                0.54503,                0.12925,                0.05005,                0.37456,                0.83014,                0.99722,                0.99451,                0.99496,                0.90266,                0.99647,                  0.991,                0.99481,                0.99395,                0.48189,                0.07771,                0.00957,                0.30299,                0.80303,              0.0098911,              0.0098911,              0.0098911
                     58,                0.53076,                0.12413,                0.04497,                0.37957,                0.82228,                0.99818,                0.99403,                0.99497,                 0.9012,                0.99569,                0.99136,                0.99468,                0.99421,                0.47224,                0.07517,                0.01052,                0.31459,                0.80286,              0.0098891,              0.0098891,              0.0098891
                     59,                0.52437,                 0.1265,                0.04892,                0.37707,                  0.826,                0.99696,                0.99491,                0.99494,                0.89569,                0.99539,                0.99346,                0.99478,                0.99413,                0.47102,                0.08038,                0.01093,                0.33058,                0.80526,              0.0098871,              0.0098871,              0.0098871
                     60,                0.51159,                 0.1368,                0.04338,                0.38425,                0.82422,                0.99565,                0.99249,                0.99483,                0.90569,                0.99497,                0.99177,                0.99446,                0.99406,                0.47594,                0.07174,                  0.013,                0.31913,                0.80924,              0.0098852,              0.0098852,              0.0098852
                     61,                0.52077,                0.11964,                 0.0575,                0.37944,                0.82402,                0.99655,                0.99528,                0.99485,                0.92392,                0.99555,                0.99428,                0.99475,                0.99473,                  0.413,                0.05887,                0.01106,                0.28622,                0.79597,              0.0098832,              0.0098832,              0.0098832
                     62,                0.52043,                0.10599,                0.04238,                0.37047,                0.82393,                0.99569,                0.99438,                0.99484,                0.92052,                0.99366,                0.99241,                0.99456,                0.99435,                 0.4219,                0.07601,                0.00777,                0.29392,                0.79949,              0.0098812,              0.0098812,              0.0098812
                     63,                0.51327,                0.13453,                0.04853,                0.36413,                0.82924,                0.99711,                0.99517,                0.99489,                0.91122,                0.99361,                0.99165,                0.99392,                 0.9925,                0.44723,                0.08077,                0.01197,                0.28918,                0.80086,              0.0098792,              0.0098792,              0.0098792
                     64,                0.52829,                0.11968,                0.05569,                0.36513,                0.82508,                0.99619,                0.99438,                0.99489,                0.90938,                0.99473,                0.98947,                0.99225,                 0.9912,                0.44912,                0.10239,                0.01197,                 0.3009,                0.79945,              0.0098772,              0.0098772,              0.0098772
                     65,                0.53625,                 0.1113,                0.04367,                0.36504,                0.81865,                 0.9957,                0.99512,                0.99492,                0.91401,                0.99296,                  0.991,                0.99286,                 0.9922,                0.44195,                0.09039,                0.00813,                0.29184,                0.79785,              0.0098753,              0.0098753,              0.0098753
                     66,                0.51415,                0.12184,                 0.0454,                0.37525,                0.81752,                0.99726,                0.99401,                0.99497,                0.91572,                0.99689,                0.99079,                0.99377,                 0.9931,                0.42827,                0.08854,                 0.0095,                0.28787,                0.79564,              0.0098733,              0.0098733,              0.0098733
                     67,                0.51404,                0.13343,                0.04547,                0.35591,                0.81981,                0.99818,                 0.9948,                0.99496,                0.92204,                 0.9971,                0.99381,                0.99481,                0.99452,                0.40306,                0.06564,                0.00881,                0.28937,                 0.7935,              0.0098713,              0.0098713,              0.0098713
                     68,                0.53088,                0.10546,                0.04247,                0.36679,                0.82479,                0.99652,                0.99597,                0.99496,                0.91472,                0.99576,                0.99303,                0.99464,                0.99423,                0.45943,                 0.0717,                0.01065,                0.29269,                0.80124,              0.0098693,              0.0098693,              0.0098693
                     69,                0.52317,                0.09436,                0.04099,                0.35332,                0.81865,                0.99744,                0.99511,                0.99496,                 0.9208,                0.99593,                0.99361,                0.99487,                 0.9946,                0.42565,                0.06266,                0.00857,                 0.2818,                0.79395,              0.0098673,              0.0098673,              0.0098673
                     70,                0.50286,                0.09274,                0.03921,                0.33946,                0.81777,                0.99442,                0.99458,                0.99484,                0.91294,                0.99293,                0.99293,                0.99467,                0.99403,                0.45534,                0.07529,                0.00829,                0.29487,                0.79928,              0.0098654,              0.0098654,              0.0098654
                     71,                0.50556,                0.11188,                0.04434,                0.35315,                0.82327,                0.99625,                0.99224,                0.99484,                0.91576,                0.99212,                0.98814,                0.99251,                0.99097,                0.44767,                0.08827,                0.01023,                0.29808,                0.80044,              0.0098634,              0.0098634,              0.0098634
                     72,                0.50854,                0.10018,                0.04061,                0.34867,                0.81809,                0.99623,                0.99533,                0.99498,                0.91856,                0.99415,                0.99401,                0.99463,                 0.9943,                0.42598,                0.07478,                0.00967,                0.27802,                0.79757,              0.0098614,              0.0098614,              0.0098614
                     73,                0.50868,                0.11757,                0.04314,                0.35341,                0.81956,                0.99609,                0.99628,                0.99498,                 0.9197,                0.99321,                 0.9927,                0.99324,                  0.993,                0.44776,                0.07996,                0.00771,                0.29637,                0.79783,              0.0098594,              0.0098594,              0.0098594
                     74,                0.48518,                0.12076,                0.04284,                0.35857,                0.81781,                0.99757,                0.99724,                0.99499,                0.91907,                0.99507,                0.99476,                 0.9948,                0.99437,                0.43655,                0.07321,                0.01013,                0.29546,                 0.7989,              0.0098574,              0.0098574,              0.0098574
                     75,                0.49478,                0.10546,                0.04098,                0.35523,                0.82172,                0.99795,                0.99611,                0.99498,                0.92896,                0.99644,                0.99463,                0.99489,                0.99439,                0.40905,                0.06278,                0.00872,                0.26957,                0.79466,              0.0098555,              0.0098555,              0.0098555
                     76,                0.51458,                0.10302,                0.03782,                0.34889,                0.81464,                0.99497,                0.99268,                0.99484,                0.90447,                0.99539,                0.99054,                0.99476,                0.99454,                  0.455,                0.07009,                0.01092,                0.29297,                0.79868,              0.0098535,              0.0098535,              0.0098535
                     77,                0.49715,                  0.086,                0.04171,                0.35118,                0.81509,                0.99621,                0.99657,                0.99498,                0.93736,                0.99371,                0.99411,                0.99384,                0.99294,                 0.3965,                 0.0696,                0.01268,                0.27578,                0.79247,              0.0098515,              0.0098515,              0.0098515
                     78,                0.48986,                0.11316,                0.04294,                0.35209,                0.81809,                0.99659,                0.99701,                0.99498,                 0.9281,                0.99409,                0.99451,                0.99481,                0.99278,                0.40031,                0.07677,                0.01144,                0.28957,                0.79135,              0.0098495,              0.0098495,              0.0098495
                     79,                0.49308,                 0.1261,                0.03899,                0.34677,                0.82284,                0.99768,                0.99542,                0.99497,                0.92271,                0.99617,                0.99392,                0.99483,                0.99452,                0.41971,                0.06076,                0.01003,                0.27983,                0.79488,              0.0098475,              0.0098475,              0.0098475
                     80,                0.46822,                0.09944,                0.03914,                0.34898,                0.81648,                  0.968,                0.95218,                0.98252,                0.89087,                0.94623,                0.92052,                0.92763,                0.90313,                0.46838,                0.35884,                0.04498,                0.37148,                0.80606,              0.0098456,              0.0098456,              0.0098456
                     81,                0.49644,                0.12121,                0.04019,                0.35489,                0.81657,                 0.9961,                0.99528,                0.99494,                0.92123,                0.99696,                0.99257,                0.99482,                0.99455,                0.42619,                  0.061,                 0.0103,                0.28206,                 0.7968,              0.0098436,              0.0098436,              0.0098436
                     82,                0.48416,                0.10139,                0.04405,                0.33858,                0.82245,                0.99158,                0.99165,                0.99469,                0.90208,                 0.9916,                0.98859,                0.99446,                0.99275,                0.49591,                0.07578,                0.00967,                0.30782,                0.80825,              0.0098416,              0.0098416,              0.0098416
                     83,                 0.4908,                0.11692,                0.04093,                0.35563,                0.82127,                 0.9968,                0.99334,                0.99494,                0.91126,                0.99785,                0.99135,                0.99487,                0.99412,                0.43648,                0.06289,                0.00787,                0.28442,                0.79659,              0.0098396,              0.0098396,              0.0098396
                     84,                0.51798,                0.10664,                0.03885,                0.34761,                0.81902,                0.99628,                0.99616,                0.99495,                0.90413,                0.99661,                0.99052,                0.99271,                0.99256,                0.45365,                0.07816,                0.00963,                 0.2873,                0.80063,              0.0098376,              0.0098376,              0.0098376
                     85,                 0.4948,                0.10699,                 0.0346,                0.33716,                0.81265,                0.99701,                0.99601,                0.99497,                0.93611,                0.99627,                0.99566,                0.99495,                 0.9943,                0.37921,                0.07248,                0.00725,                0.26561,                0.78768,              0.0098357,              0.0098357,              0.0098357
