                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                0.56849,                0.51293,                0.87707,                 0.9989,                      1,                  0.995,                0.85878,                0.59467,                0.27989,                 0.8767,              0.0001931,              0.0001931,              0.0001931
                     64,                0.56662,                0.47371,                0.86403,                 0.9989,                      1,                  0.995,                0.85866,                0.60627,                0.29367,                0.88154,             0.00018815,             0.00018815,             0.00018815
                     65,                0.54489,                0.45083,                0.84606,                0.99885,                      1,                  0.995,                0.86398,                0.58465,                0.27853,                0.87207,              0.0001832,              0.0001832,              0.0001832
                     66,                0.55234,                0.47517,                0.87763,                0.99893,                      1,                  0.995,                 0.8678,                0.60426,                0.27315,                0.87378,             0.00017825,             0.00017825,             0.00017825
                     67,                0.55538,                0.46139,                0.87098,                 0.9989,                      1,                  0.995,                0.86396,                0.59407,                0.27132,                0.87576,              0.0001733,              0.0001733,              0.0001733
                     68,                0.56553,                0.48026,                0.87014,                0.99887,                      1,                  0.995,                0.85975,                 0.5786,                0.27775,                0.87054,             0.00016835,             0.00016835,             0.00016835
                     69,                0.53555,                0.44521,                 0.8559,                0.99889,                      1,                  0.995,                0.86774,                0.59197,                0.27557,                0.87125,              0.0001634,              0.0001634,              0.0001634
                     70,                0.57895,                0.46726,                0.86845,                0.99889,                      1,                  0.995,                0.86671,                0.59647,                0.26295,                0.87756,             0.00015845,             0.00015845,             0.00015845
                     71,                0.53392,                 0.4391,                0.86116,                0.99887,                      1,                  0.995,                 0.8561,                 0.6052,                0.26106,                 0.8767,              0.0001535,              0.0001535,              0.0001535
                     72,                0.53965,                0.42958,                0.86186,                0.99888,                      1,                  0.995,                0.85501,                0.59644,                0.26267,                0.87467,             0.00014855,             0.00014855,             0.00014855
                     73,                0.53872,                0.42497,                0.84257,                 0.9989,                      1,                  0.995,                0.85844,                0.60309,                0.26636,                0.87517,              0.0001436,              0.0001436,              0.0001436
                     74,                0.52365,                0.44579,                0.84117,                0.99893,                      1,                  0.995,                0.86178,                0.60942,                0.27931,                0.88023,             0.00013865,             0.00013865,             0.00013865
                     75,                0.52558,                0.41652,                0.85913,                0.99893,                      1,                  0.995,                0.85318,                0.60457,                0.27808,                0.87757,              0.0001337,              0.0001337,              0.0001337
                     76,                0.54541,                0.43625,                0.86253,                0.99889,                      1,                  0.995,                0.86249,                0.57529,                0.25722,                0.86879,             0.00012875,             0.00012875,             0.00012875
                     77,                0.54462,                0.42938,                0.85393,                0.99892,                      1,                  0.995,                0.86283,                0.58249,                0.26489,                0.86997,              0.0001238,              0.0001238,              0.0001238
                     78,                0.53175,                0.40832,                0.85107,                 0.9989,                      1,                  0.995,                0.86088,                 0.5859,                0.25764,                0.86863,             0.00011885,             0.00011885,             0.00011885
                     79,                0.52777,                0.40429,                0.85019,                0.99889,                      1,                  0.995,                0.86021,                0.59785,                0.25383,                0.87261,              0.0001139,              0.0001139,              0.0001139
                     80,                0.52655,                0.42442,                0.85841,                 0.9989,                      1,                  0.995,                0.86101,                0.60853,                0.25602,                0.87889,             0.00010895,             0.00010895,             0.00010895
                     81,                0.53939,                0.42332,                0.84329,                0.99891,                      1,                  0.995,                0.86245,                0.59228,                0.25336,                 0.8782,               0.000104,               0.000104,               0.000104
                     82,                0.54196,                0.42196,                0.85211,                0.99887,                      1,                  0.995,                0.85951,                0.58932,                0.26629,                0.87449,              9.905e-05,              9.905e-05,              9.905e-05
                     83,                0.55016,                0.43209,                0.85912,                0.99889,                      1,                  0.995,                0.84603,                0.60408,                0.25837,                0.87705,               9.41e-05,               9.41e-05,               9.41e-05
                     84,                0.53349,                0.40296,                0.86585,                 0.9989,                      1,                  0.995,                0.85929,                0.59104,                0.24906,                0.87429,              8.915e-05,              8.915e-05,              8.915e-05
