                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.0602,                 1.0257,                0.54449,                 1.0811,                 0.9197,                0.92951,                0.88908,                0.98366,                0.73955,                0.92458,                 0.8439,                 0.9217,                  0.718,                0.88534,                 1.3119,                0.64386,                0.99666,                0.86024,             0.00053527,             0.00053527,             0.00053527
                     23,                0.88085,                0.90574,                0.52341,                 1.0884,                0.88235,                 0.9039,                0.98244,                0.99146,                0.75186,                0.85327,                0.93541,                0.92895,                0.73009,                 0.8468,                 1.2776,                 0.6363,                0.89143,                0.84781,             0.00056005,             0.00056005,             0.00056005
                     24,                0.98094,                  0.901,                0.52126,                 0.9968,                0.87388,                0.96218,                      1,                0.99439,                0.78811,                0.93056,                0.96825,                 0.9471,                0.74794,                0.77892,                 1.2453,                0.62668,                0.82164,                0.83715,             0.00058482,             0.00058482,             0.00058482
                     25,                 1.0952,                0.95475,                0.50674,                 1.1614,                0.91788,                0.93289,                      1,                0.99364,                0.80832,                 0.9174,                0.98413,                0.97783,                0.76404,                0.79269,                 1.1841,                0.61529,                 0.9352,                0.84414,             0.00060959,             0.00060959,             0.00060959
                     26,                 1.0535,                0.92426,                 0.4976,                 1.0791,                0.86861,                 0.9264,                0.99524,                0.99015,                0.80305,                 0.9264,                0.99524,                0.99015,                0.77055,                0.81471,                   1.15,                0.60717,                0.93381,                0.84773,             0.00063434,             0.00063434,             0.00063434
                     27,                0.97655,                0.88561,                0.46634,                0.96235,                0.87973,                0.94726,                      1,                  0.995,                0.77805,                 0.9318,                0.98413,                0.97742,                0.79329,                0.86577,                 1.1105,                  0.598,                0.85032,                0.84067,             0.00065909,             0.00065909,             0.00065909
                     28,                 1.0331,                0.80795,                0.44658,                0.95325,                0.86358,                0.94726,                      1,                  0.995,                0.77805,                 0.9318,                0.98413,                0.97742,                0.79329,                0.86577,                 1.1105,                  0.598,                0.85032,                0.84067,             0.00068382,             0.00068382,             0.00068382
                     29,                0.90159,                0.87862,                0.46196,                0.90121,                0.93162,                0.95324,                0.99612,                  0.995,                0.80558,                0.93696,                 0.9806,                0.97568,                0.81098,                0.75046,                 1.0126,                0.58217,                  0.819,                0.82072,             0.00070855,             0.00070855,             0.00070855
                     30,                0.90607,                0.75385,                0.44556,                0.96814,                0.88972,                0.95966,                0.99789,                  0.995,                0.82016,                0.94353,                0.98231,                0.97576,                0.82956,                0.73984,                0.92362,                0.55515,                0.79751,                0.81486,             0.00073327,             0.00073327,             0.00073327
                     31,                 1.0553,                0.72519,                0.45648,                 0.8959,                0.89564,                0.95966,                0.99789,                  0.995,                0.82016,                0.94353,                0.98231,                0.97576,                0.82956,                0.73984,                0.92362,                0.55515,                0.79751,                0.81486,             0.00075797,             0.00075797,             0.00075797
                     32,                 1.0145,                0.69378,                0.44266,                0.90231,                 0.8759,                0.95788,                0.99993,                  0.995,                 0.8328,                0.94223,                0.98413,                 0.9802,                 0.8472,                0.71395,                0.84632,                0.52914,                0.76447,                0.80903,             0.00078267,             0.00078267,             0.00078267
                     33,                0.92926,                0.60918,                0.40624,                0.82254,                0.87584,                0.98308,                0.97356,                  0.995,                0.82289,                0.96735,                0.95768,                 0.9794,                0.85764,                0.73038,                0.77845,                0.50487,                 0.7637,                0.80926,             0.00080735,             0.00080735,             0.00080735
                     34,                0.92664,                 0.6192,                0.40853,                 0.8695,                0.86881,                0.98308,                0.97356,                  0.995,                0.82289,                0.96735,                0.95768,                 0.9794,                0.85764,                0.73038,                0.77845,                0.50487,                 0.7637,                0.80926,             0.00083203,             0.00083203,             0.00083203
                     35,                 0.9842,                0.65926,                0.42399,                0.84686,                0.85825,                0.98588,                0.99476,                  0.995,                0.77866,                0.96979,                 0.9795,                0.97586,                0.85176,                0.90356,                0.74166,                0.48066,                  0.768,                0.82496,             0.00085669,             0.00085669,             0.00085669
                     36,                0.93878,                0.65958,                0.43131,                0.88234,                0.86003,                0.98316,                0.99577,                  0.995,                0.77938,                0.96697,                 0.9802,                0.97494,                0.86853,                 0.8759,                0.69083,                0.44935,                0.73577,                 0.8173,             0.00088135,             0.00088135,             0.00088135
                     37,                0.92128,                0.65487,                0.47052,                 0.9299,                0.87949,                0.98316,                0.99577,                  0.995,                0.77938,                0.96697,                 0.9802,                0.97494,                0.86853,                 0.8759,                0.69083,                0.44935,                0.73577,                 0.8173,               0.000906,               0.000906,               0.000906
                     38,                0.80403,                0.47337,                0.36729,                 0.8332,                0.87384,                0.98301,                0.99645,                  0.995,                0.84841,                0.96729,                0.98058,                0.98349,                0.87498,                0.65606,                0.61883,                0.41572,                 0.7946,                0.79583,             0.00093063,             0.00093063,             0.00093063
                     39,                0.98054,                0.62641,                0.35128,                0.79952,                0.90675,                0.97295,                0.98973,                  0.995,                0.82641,                0.95731,                0.97386,                0.98626,                0.89692,                0.67408,                 0.5623,                0.39134,                0.77323,                0.79545,             0.00095526,             0.00095526,             0.00095526
                     40,                0.77645,                 0.4636,                0.35359,                0.78695,                0.86494,                0.97295,                0.98973,                  0.995,                0.82641,                0.95731,                0.97386,                0.98626,                0.89692,                0.67408,                 0.5623,                0.39134,                0.77323,                0.79545,             0.00097987,             0.00097987,             0.00097987
                     41,                0.84102,                 0.4596,                0.37543,                0.80118,                0.86561,                0.97933,                0.99863,                  0.995,                0.80589,                0.96375,                0.98276,                0.98587,                0.90325,                0.79369,                 0.5109,                 0.3772,                0.68859,                0.80281,              0.0010045,              0.0010045,              0.0010045
                     42,                0.94932,                0.46528,                0.36907,                0.83128,                0.85924,                0.99512,                      1,                  0.995,                0.78613,                0.97933,                0.98413,                0.98803,                 0.9171,                0.82945,                0.47095,                0.36061,                0.73646,                0.80867,              0.0010291,              0.0010291,              0.0010291
                     43,                0.89005,                 0.6677,                 0.3495,                0.81471,                0.86226,                0.99512,                      1,                  0.995,                0.78613,                0.97933,                0.98413,                0.98803,                 0.9171,                0.82945,                0.47095,                0.36061,                0.73646,                0.80867,              0.0010537,              0.0010537,              0.0010537
                     44,                0.92208,                0.46838,                0.37192,                0.83224,                0.89271,                0.99692,                      1,                  0.995,                0.80152,                 0.9811,                0.98413,                0.98115,                 0.9149,                 0.7131,                0.42639,                0.33674,                0.80247,                0.79257,              0.0010782,              0.0010782,              0.0010782
                     45,                0.83918,                0.41454,                0.32636,                0.76332,                0.90831,                0.99692,                      1,                  0.995,                0.80152,                 0.9811,                0.98413,                0.98115,                 0.9149,                 0.7131,                0.42639,                0.33674,                0.80247,                0.79257,              0.0011028,              0.0011028,              0.0011028
                     46,                0.91938,                 0.4793,                0.34224,                0.79391,                0.86777,                0.99714,                      1,                  0.995,                0.81959,                0.99714,                      1,                  0.995,                0.93285,                0.69371,                0.38036,                 0.3103,                0.72152,                0.79568,              0.0011274,              0.0011274,              0.0011274
                     47,                0.82245,                0.43416,                0.31792,                0.72583,                0.86395,                0.99714,                      1,                  0.995,                0.81959,                0.99714,                      1,                  0.995,                0.93285,                0.69371,                0.38036,                 0.3103,                0.72152,                0.79568,              0.0011519,              0.0011519,              0.0011519
                     48,                 1.0228,                0.47334,                0.33566,                 0.7616,                0.89759,                0.99578,                      1,                  0.995,                0.86131,                0.99578,                      1,                  0.995,                0.93964,                0.61288,                0.35746,                0.28841,                0.55111,                0.78185,              0.0011764,              0.0011764,              0.0011764
                     49,                0.84434,                0.50046,                0.36113,                0.85885,                0.85335,                0.99578,                      1,                  0.995,                0.86131,                0.99578,                      1,                  0.995,                0.93964,                0.61288,                0.35746,                0.28841,                0.55111,                0.78185,               0.001201,               0.001201,               0.001201
                     50,                0.97706,                 0.4706,                0.34928,                0.83417,                0.87126,                0.99444,                      1,                  0.995,                0.81659,                0.99444,                      1,                  0.995,                0.93389,                0.67887,                0.33036,                0.27081,                0.64087,                0.79598,              0.0012255,              0.0012255,              0.0012255
                     51,                0.93309,                0.40449,                0.34998,                0.74267,                0.85796,                0.99444,                      1,                  0.995,                0.81659,                0.99444,                      1,                  0.995,                0.93389,                0.67887,                0.33036,                0.27081,                0.64087,                0.79598,              0.0012376,              0.0012376,              0.0012376
                     52,                0.87716,                0.47188,                0.36321,                0.74348,                0.87853,                0.99653,                      1,                  0.995,                0.83874,                0.99653,                      1,                  0.995,                0.93453,                 0.6644,                0.30832,                0.25237,                 0.7355,                0.79423,              0.0012376,              0.0012376,              0.0012376
                     53,                0.80371,                0.39318,                0.33385,                0.76647,                0.81978,                0.99653,                      1,                  0.995,                0.83874,                0.99653,                      1,                  0.995,                0.93453,                 0.6644,                0.30832,                0.25237,                 0.7355,                0.79423,              0.0012374,              0.0012374,              0.0012374
                     54,                0.83965,                0.38448,                0.30185,                0.81918,                0.84262,                0.99534,                      1,                  0.995,                0.82643,                0.99534,                      1,                  0.995,                0.93763,                0.69307,                0.28727,                0.23986,                0.69813,                0.79034,              0.0012371,              0.0012371,              0.0012371
                     55,                0.74658,                0.32222,                0.30385,                0.70834,                0.90831,                0.99534,                      1,                  0.995,                0.82643,                0.99534,                      1,                  0.995,                0.93763,                0.69307,                0.28727,                0.23986,                0.69813,                0.79034,              0.0012369,              0.0012369,              0.0012369
                     56,                 0.9701,                0.42212,                0.33124,                0.78577,                0.86739,                0.98245,                0.99886,                  0.995,                0.80521,                0.98245,                0.99886,                  0.995,                0.94046,                0.74075,                0.26988,                0.22985,                0.68185,                0.79161,              0.0012366,              0.0012366,              0.0012366
                     57,                0.78565,                0.24202,                0.25713,                0.81724,                0.85845,                0.98245,                0.99886,                  0.995,                0.80521,                0.98245,                0.99886,                  0.995,                0.94046,                0.74075,                0.26988,                0.22985,                0.68185,                0.79161,              0.0012364,              0.0012364,              0.0012364
                     58,                0.88474,                0.36491,                0.28559,                0.79824,                0.89104,                 0.9954,                      1,                  0.995,                0.79204,                 0.9954,                      1,                  0.995,                0.93576,                0.76661,                0.26713,                0.21898,                0.67416,                0.79735,              0.0012361,              0.0012361,              0.0012361
                     59,                0.81038,                0.32713,                 0.2932,                 0.6935,                0.83382,                 0.9954,                      1,                  0.995,                0.79204,                 0.9954,                      1,                  0.995,                0.93576,                0.76661,                0.26713,                0.21898,                0.67416,                0.79735,              0.0012359,              0.0012359,              0.0012359
                     60,                0.87393,                0.31367,                0.26831,                0.72766,                0.89277,                0.99455,                      1,                  0.995,                0.80242,                0.99455,                      1,                  0.995,                0.93077,                0.76435,                0.28615,                0.20767,                0.65821,                0.80143,              0.0012356,              0.0012356,              0.0012356
                     61,                0.82314,                0.34678,                0.32983,                0.73955,                0.87716,                0.99455,                      1,                  0.995,                0.80242,                0.99455,                      1,                  0.995,                0.93077,                0.76435,                0.28615,                0.20767,                0.65821,                0.80143,              0.0012354,              0.0012354,              0.0012354
                     62,                0.87275,                0.35292,                0.28593,                0.69488,                0.87455,                 0.9956,                      1,                  0.995,                0.81243,                 0.9956,                      1,                  0.995,                0.92343,                0.74941,                0.30116,                0.20337,                0.61297,                0.80645,              0.0012351,              0.0012351,              0.0012351
                     63,                0.79147,                0.28301,                0.27882,                0.67757,                0.85508,                 0.9956,                      1,                  0.995,                0.81243,                 0.9956,                      1,                  0.995,                0.92343,                0.74941,                0.30116,                0.20337,                0.61297,                0.80645,              0.0012349,              0.0012349,              0.0012349
                     64,                0.89212,                0.29151,                 0.2638,                0.72225,                0.87067,                0.99336,                      1,                  0.995,                0.83973,                0.99336,                      1,                  0.995,                0.93792,                0.64437,                0.27534,                0.20192,                0.55677,                0.78811,              0.0012347,              0.0012347,              0.0012347
                     65,                0.80239,                0.33143,                0.27372,                 0.7382,                0.89334,                0.99336,                      1,                  0.995,                0.83973,                0.99336,                      1,                  0.995,                0.93792,                0.64437,                0.27534,                0.20192,                0.55677,                0.78811,              0.0012344,              0.0012344,              0.0012344
                     66,                0.80117,                0.33572,                0.30376,                0.64514,                0.83782,                0.99427,                      1,                  0.995,                0.83811,                0.99427,                      1,                  0.995,                0.96121,                0.65111,                0.24838,                0.20048,                0.53148,                0.78727,              0.0012342,              0.0012342,              0.0012342
                     67,                0.84606,                0.33997,                0.30111,                 0.7382,                0.87044,                0.99427,                      1,                  0.995,                0.83811,                0.99427,                      1,                  0.995,                0.96121,                0.65111,                0.24838,                0.20048,                0.53148,                0.78727,              0.0012339,              0.0012339,              0.0012339
                     68,                0.86077,                0.47752,                0.24907,                0.66385,                 0.8544,                0.99243,                      1,                  0.995,                0.84448,                0.99243,                      1,                  0.995,                0.95639,                0.63922,                0.22822,                0.19399,                0.51641,                0.78252,              0.0012337,              0.0012337,              0.0012337
                     69,                0.67411,                0.28885,                0.26784,                0.62324,                0.82515,                0.99243,                      1,                  0.995,                0.84448,                0.99243,                      1,                  0.995,                0.95639,                0.63922,                0.22822,                0.19399,                0.51641,                0.78252,              0.0012334,              0.0012334,              0.0012334
                     70,                0.76552,                0.33169,                0.25071,                0.64276,                0.84007,                0.99672,                      1,                  0.995,                0.85163,                0.99672,                      1,                  0.995,                0.96077,                  0.582,                0.21854,                0.18391,                0.50289,                0.77384,              0.0012332,              0.0012332,              0.0012332
                     71,                0.78317,                0.32249,                0.28882,                  0.703,                 0.8784,                0.99672,                      1,                  0.995,                0.85163,                0.99672,                      1,                  0.995,                0.96077,                  0.582,                0.21854,                0.18391,                0.50289,                0.77384,              0.0012329,              0.0012329,              0.0012329
                     72,                0.69501,                0.21949,                0.24678,                0.62447,                0.84471,                0.99608,                      1,                  0.995,                0.86188,                0.99608,                      1,                  0.995,                0.95255,                0.58593,                0.20865,                0.17312,                  0.504,                0.77091,              0.0012327,              0.0012327,              0.0012327
                     73,                0.83383,                0.54028,                0.30146,                0.78855,                 0.8773,                0.99608,                      1,                  0.995,                0.86188,                0.99608,                      1,                  0.995,                0.95255,                0.58593,                0.20865,                0.17312,                  0.504,                0.77091,              0.0012324,              0.0012324,              0.0012324
                     74,                0.80088,                0.24203,                0.25238,                0.68576,                0.87922,                0.99579,                      1,                  0.995,                0.83222,                0.99579,                      1,                  0.995,                0.95756,                0.69819,                0.19447,                0.16563,                 0.5748,                0.78238,              0.0012322,              0.0012322,              0.0012322
                     75,                0.75625,                0.35362,                0.29381,                0.68399,                0.89635,                0.99579,                      1,                  0.995,                0.83222,                0.99579,                      1,                  0.995,                0.95756,                0.69819,                0.19447,                0.16563,                 0.5748,                0.78238,              0.0012319,              0.0012319,              0.0012319
                     76,                0.82112,                0.33791,                0.25111,                0.65906,                0.88032,                0.99372,                0.99908,                  0.995,                0.84054,                0.99372,                0.99908,                  0.995,                 0.9684,                0.67203,                0.18099,                0.16042,                0.57354,                0.77974,              0.0012317,              0.0012317,              0.0012317
                     77,                0.76216,                0.25931,                 0.2304,                0.65962,                0.85158,                0.99372,                0.99908,                  0.995,                0.84054,                0.99372,                0.99908,                  0.995,                 0.9684,                0.67203,                0.18099,                0.16042,                0.57354,                0.77974,              0.0012314,              0.0012314,              0.0012314
                     78,                  0.741,                0.23087,                0.23929,                0.64475,                0.83837,                0.98985,                0.99906,                  0.995,                0.87717,                0.98985,                0.99906,                  0.995,                0.98324,                0.58083,                0.18073,                0.15374,                0.52337,                0.76829,              0.0012312,              0.0012312,              0.0012312
                     79,                0.68179,                0.21677,                0.24123,                0.61682,                0.82284,                0.98985,                0.99906,                  0.995,                0.87717,                0.98985,                0.99906,                  0.995,                0.98324,                0.58083,                0.18073,                0.15374,                0.52337,                0.76829,              0.0012309,              0.0012309,              0.0012309
                     80,                 0.6437,                0.26262,                 0.1958,                0.58547,                0.84978,                  0.992,                 0.9989,                  0.995,                0.87939,                  0.992,                 0.9989,                  0.995,                0.98083,                0.56246,                0.18155,                0.14698,                0.50446,                0.77057,              0.0012307,              0.0012307,              0.0012307
                     81,                 0.8203,                0.22127,                0.24837,                 0.6345,                0.87732,                  0.992,                 0.9989,                  0.995,                0.87939,                  0.992,                 0.9989,                  0.995,                0.98083,                0.56246,                0.18155,                0.14698,                0.50446,                0.77057,              0.0012304,              0.0012304,              0.0012304
                     82,                 1.0487,                0.25651,                 0.2467,                0.65338,                0.84678,                 0.9951,                0.99992,                  0.995,                 0.8635,                 0.9951,                0.99992,                  0.995,                0.97888,                0.59043,                0.17936,                0.14169,                0.51403,                  0.775,              0.0012302,              0.0012302,              0.0012302
                     83,                 0.7784,                0.24028,                0.22373,                0.63366,                0.85984,                 0.9951,                0.99992,                  0.995,                 0.8635,                 0.9951,                0.99992,                  0.995,                0.97888,                0.59043,                0.17936,                0.14169,                0.51403,                  0.775,                0.00123,                0.00123,                0.00123
                     84,                0.79308,                0.23589,                0.22269,                0.61767,                0.86362,                0.99409,                      1,                  0.995,                0.85197,                0.99409,                      1,                  0.995,                0.98269,                 0.5715,                0.15417,                0.13734,                0.50901,                0.77437,              0.0012297,              0.0012297,              0.0012297
                     85,                0.74992,                0.22643,                0.25733,                0.65793,                0.84288,                0.99409,                      1,                  0.995,                0.85197,                0.99409,                      1,                  0.995,                0.98269,                 0.5715,                0.15417,                0.13734,                0.50901,                0.77437,              0.0012295,              0.0012295,              0.0012295
