                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.61712,                0.18778,                0.05184,                 0.3948,                0.82788,                0.99585,                0.99003,                0.99477,                0.88449,                0.99173,                0.98167,                0.98957,                0.98648,                0.49738,                0.11661,                0.00567,                0.31603,                0.80812,               0.009903,               0.009903,               0.009903
                     52,                0.62159,                0.16177,                0.05221,                0.40716,                0.82607,                0.98786,                0.98309,                0.99458,                0.89997,                0.97694,                0.97441,                0.98798,                0.98469,                0.44829,                0.11152,                0.00548,                0.31238,                0.80166,               0.009901,               0.009901,               0.009901
                     53,                0.59763,                0.16369,                 0.0534,                 0.4001,                0.82826,                0.99492,                 0.9937,                0.99486,                  0.886,                0.98624,                0.98495,                0.98957,                0.98656,                 0.5125,                0.11622,                0.00605,                0.32166,                 0.8126,               0.009899,               0.009899,               0.009899
                     54,                0.60077,                0.18097,                0.05421,                 0.3985,                0.82832,                0.99205,                0.99475,                0.99475,                0.87455,                 0.9867,                0.98321,                0.98929,                0.98537,                 0.5544,                0.12048,                0.00665,                0.32919,                0.81576,               0.009897,               0.009897,               0.009897
                     55,                0.58764,                0.18364,                0.05137,                0.41409,                0.83015,                0.99317,                0.98753,                0.99462,                0.88789,                0.98678,                0.97953,                0.98772,                 0.9854,                0.50192,                0.11055,                0.00526,                0.32213,                0.80902,              0.0098951,              0.0098951,              0.0098951
                     56,                0.59051,                0.16944,                0.05297,                0.39887,                0.82538,                0.99594,                0.99475,                0.99491,                0.90666,                0.98811,                 0.9866,                0.98926,                0.98717,                0.44871,                0.10045,                0.00641,                0.31456,                0.80116,              0.0098931,              0.0098931,              0.0098931
                     57,                0.60564,                0.15575,                0.05283,                0.40284,                0.82625,                0.99334,                0.98635,                0.99452,                0.89161,                0.96372,                0.95461,                0.95199,                0.93747,                0.49519,                0.31035,                0.00596,                0.31325,                0.81041,              0.0098911,              0.0098911,              0.0098911
                     58,                0.62312,                0.15295,                0.04978,                0.38998,                0.83006,                0.99297,                 0.9882,                0.99486,                0.88966,                0.98601,                 0.9799,                0.98888,                0.98715,                0.50026,                0.10081,                0.00503,                0.31552,                0.80772,              0.0098891,              0.0098891,              0.0098891
                     59,                0.59189,                0.16322,                0.04984,                0.39118,                0.81974,                0.99307,                0.99558,                0.99495,                0.90426,                 0.9848,                0.98541,                0.98873,                0.98618,                0.44583,                 0.0965,                0.00567,                0.29002,                0.80218,              0.0098871,              0.0098871,              0.0098871
                     60,                 0.5877,                0.15808,                0.04485,                0.38793,                 0.8221,                0.99151,                 0.9947,                0.99479,                0.89884,                  0.985,                0.98735,                0.98968,                0.98869,                0.46316,                0.08408,                0.00799,                0.29803,                0.80204,              0.0098852,              0.0098852,              0.0098852
                     61,                0.59065,                0.15492,                0.04855,                0.38855,                0.82283,                0.99436,                0.99032,                0.99486,                0.90127,                0.99121,                0.98555,                0.99241,                0.98879,                0.46321,                0.08196,                0.00518,                 0.3009,                0.80429,              0.0098832,              0.0098832,              0.0098832
                     62,                 0.5761,                0.17733,                 0.0455,                0.37749,                0.82354,                0.99738,                0.99627,                  0.995,                0.89381,                0.99254,                0.99134,                0.99224,                0.98759,                0.47781,                0.09141,                0.00487,                0.30259,                0.80323,              0.0098812,              0.0098812,              0.0098812
                     63,                0.58712,                0.14785,                0.04759,                 0.3886,                0.82827,                0.99368,                 0.9927,                0.99487,                 0.8946,                0.98869,                0.98513,                0.98802,                0.98687,                 0.4834,                0.10151,                0.00536,                0.30717,                0.80298,              0.0098792,              0.0098792,              0.0098792
                     64,                0.55348,                0.15365,                0.04605,                0.38398,                 0.8248,                0.99587,                0.99626,                0.99499,                 0.8987,                0.98929,                 0.9897,                0.98898,                0.98756,                0.45635,                0.09346,                0.00476,                0.30819,                0.79971,              0.0098772,              0.0098772,              0.0098772
                     65,                0.57199,                0.14838,                0.04449,                 0.3874,                0.81943,                0.98831,                0.98691,                0.99473,                0.90166,                0.97841,                0.97013,                 0.9797,                0.96258,                0.45516,                0.19422,                0.00484,                0.29644,                0.80439,              0.0098753,              0.0098753,              0.0098753
                     66,                0.57043,                 0.1646,                0.04478,                0.38667,                0.82339,                0.99212,                0.99431,                0.99488,                0.89413,                0.98612,                0.98533,                0.98995,                0.98737,                0.47895,                  0.092,                0.00461,                0.30709,                0.80639,              0.0098733,              0.0098733,              0.0098733
                     67,                0.59285,                0.16996,                0.04529,                0.40013,                0.82692,                0.99131,                0.99447,                0.99492,                0.90083,                0.98505,                0.98663,                0.98973,                0.98716,                0.44885,                0.09481,                 0.0061,                0.30734,                0.80101,              0.0098713,              0.0098713,              0.0098713
                     68,                0.56879,                 0.1581,                0.03925,                0.38066,                0.81797,                0.99336,                0.98521,                0.99454,                0.89482,                0.98668,                0.97902,                0.99017,                0.98694,                0.46789,                0.09553,                0.00476,                0.30184,                0.80526,              0.0098693,              0.0098693,              0.0098693
                     69,                0.54069,                0.16238,                0.04953,                 0.3715,                0.81893,                0.99228,                0.98281,                0.99436,                0.89235,                0.97038,                 0.9607,                0.96745,                0.95197,                0.49267,                0.23237,                0.01062,                0.32496,                0.80607,              0.0098673,              0.0098673,              0.0098673
                     70,                0.57475,                0.16045,                0.04153,                0.37829,                0.82638,                0.99296,                0.99135,                0.99487,                 0.8922,                0.98466,                0.98313,                0.98619,                0.98249,                0.47427,                0.10821,                0.00491,                 0.2956,                0.80492,              0.0098654,              0.0098654,              0.0098654
                     71,                0.57446,                0.14909,                0.04141,                0.37556,                0.82592,                0.98292,                0.99633,                0.99488,                0.89606,                0.97543,                 0.9887,                0.98985,                0.98831,                0.48751,                0.09129,                0.00478,                0.30312,                0.80383,              0.0098634,              0.0098634,              0.0098634
                     72,                0.57134,                0.14725,                0.04125,                0.37234,                 0.8232,                0.99712,                0.99447,                0.99492,                0.90115,                0.99112,                0.98928,                0.99163,                0.98959,                0.46101,                0.08931,                0.00433,                0.29429,                0.80147,              0.0098614,              0.0098614,              0.0098614
                     73,                0.57753,                0.16341,                0.04451,                 0.3899,                0.82113,                0.99379,                0.99548,                0.99483,                0.91757,                0.98846,                0.98987,                0.99215,                  0.989,                0.40131,                0.07792,                0.00573,                0.28839,                0.79374,              0.0098594,              0.0098594,              0.0098594
                     74,                0.57136,                0.13927,                0.04545,                0.37865,                0.82227,                 0.9944,                 0.9953,                0.99487,                0.89226,                 0.9906,                0.99148,                0.99252,                0.99012,                0.48969,                0.07691,                0.00487,                0.29903,                0.80315,              0.0098574,              0.0098574,              0.0098574
                     75,                0.55028,                0.13935,                0.03948,                0.37969,                0.81769,                0.99673,                 0.9976,                0.99484,                 0.8833,                0.98949,                0.99086,                 0.9891,                 0.9869,                0.49537,                0.10216,                 0.0043,                0.30548,                0.80574,              0.0098555,              0.0098555,              0.0098555
                     76,                0.55766,                0.17688,                0.03766,                0.37611,                0.81917,                0.99179,                0.99391,                0.99487,                0.90523,                0.98563,                0.98769,                0.98837,                0.98409,                0.42992,                 0.1125,                0.00535,                0.29351,                0.79777,              0.0098535,              0.0098535,              0.0098535
                     77,                0.57163,                0.16199,                0.04521,                0.37133,                0.82324,                0.99253,                0.99364,                0.99481,                0.90213,                0.98459,                0.97937,                0.98581,                 0.9786,                0.45256,                 0.1773,                0.00413,                0.29416,                0.80214,              0.0098515,              0.0098515,              0.0098515
                     78,                0.56608,                0.13093,                0.03453,                0.37222,                0.82011,                0.99368,                0.99522,                0.99488,                0.90004,                0.98803,                0.98717,                0.99142,                 0.9882,                0.47207,                 0.1016,                0.00356,                0.29881,                0.80188,              0.0098495,              0.0098495,              0.0098495
                     79,                0.55092,                 0.1367,                0.04011,                0.37315,                0.81756,                0.98971,                0.99287,                0.99477,                0.88892,                0.98384,                0.98294,                0.98932,                0.98732,                0.47965,                0.09542,                0.00358,                0.30031,                0.80485,              0.0098475,              0.0098475,              0.0098475
                     80,                0.54921,                0.12915,                0.03895,                0.37618,                0.81586,                0.99635,                 0.9959,                 0.9949,                 0.8998,                 0.9909,                0.98981,                0.99213,                0.99021,                0.45511,                0.08173,                0.00531,                0.28995,                0.79955,              0.0098456,              0.0098456,              0.0098456
                     81,                0.54896,                0.16512,                 0.0447,                0.37301,                0.81781,                0.99588,                0.99423,                0.99486,                0.90185,                 0.9883,                0.98627,                0.98732,                 0.9847,                0.43761,                 0.1332,                0.00345,                0.29007,                0.79769,              0.0098436,              0.0098436,              0.0098436
                     82,                0.56741,                0.16434,                0.04011,                 0.3813,                0.81411,                0.99847,                 0.9942,                0.99486,                0.90587,                0.99184,                0.98761,                0.98966,                0.98793,                0.45259,                0.09096,                0.00382,                0.28466,                0.79935,              0.0098416,              0.0098416,              0.0098416
                     83,                0.55201,                  0.158,                0.04335,                0.35888,                0.81736,                 0.9944,                0.99529,                0.99486,                0.89901,                0.98873,                0.98984,                0.99159,                0.99019,                0.47221,                0.08548,                 0.0044,                0.29347,                0.80295,              0.0098396,              0.0098396,              0.0098396
                     84,                0.55557,                0.12082,                 0.0371,                0.35979,                0.81597,                0.99605,                0.99514,                 0.9949,                0.91431,                0.99256,                0.99165,                0.99428,                0.99233,                0.42681,                0.06238,                0.00425,                0.27359,                0.79674,              0.0098376,              0.0098376,              0.0098376
                     85,                 0.5474,                0.13216,                0.03855,                0.36391,                0.81759,                0.99716,                0.99523,                0.99487,                0.92688,                0.99431,                0.99162,                 0.9943,                0.99122,                0.39189,                0.07291,                0.00473,                0.27241,                0.79074,              0.0098357,              0.0098357,              0.0098357
                     86,                0.54826,                0.14844,                0.04059,                0.36293,                0.81847,                 0.9972,                0.99302,                0.99486,                0.91418,                0.99269,                0.98853,                 0.9922,                0.99016,                0.43321,                0.07047,                0.00416,                0.28366,                  0.801,              0.0098337,              0.0098337,              0.0098337
                     87,                 0.5248,                0.12892,                0.04313,                0.37865,                0.81515,                0.99721,                 0.9938,                0.99487,                0.89729,                   0.99,                0.98834,                0.98981,                0.98775,                 0.4706,                0.08863,                0.00332,                0.30808,                0.80173,              0.0098317,              0.0098317,              0.0098317
                     88,                0.53221,                0.14725,                0.03882,                0.36178,                0.81831,                0.99244,                0.98351,                0.99438,                0.90777,                0.97894,                0.96309,                0.97354,                0.95554,                0.42925,                0.21339,                0.00429,                0.29413,                0.79931,              0.0098297,              0.0098297,              0.0098297
                     89,                0.54902,                0.13921,                0.03862,                0.36591,                0.81811,                0.99557,                0.99289,                0.99488,                0.90183,                0.99069,                0.98804,                0.99173,                0.99007,                0.44929,                0.07586,                0.00344,                0.28343,                0.79999,              0.0098277,              0.0098277,              0.0098277
                     90,                0.55169,                0.13161,                0.03822,                0.35181,                0.82045,                0.99537,                 0.9947,                0.99494,                0.90453,                0.99193,                0.99118,                0.99276,                0.99071,                0.44109,                0.07353,                0.00387,                0.27953,                0.79816,              0.0098258,              0.0098258,              0.0098258
                     91,                0.54547,                0.10546,                0.03554,                0.35021,                0.81687,                0.99541,                0.99548,                0.99492,                0.91111,                0.99156,                0.99167,                0.99212,                0.99072,                0.41724,                0.06894,                0.00305,                0.29029,                0.79643,              0.0098238,              0.0098238,              0.0098238
                     92,                0.53008,                0.11551,                0.03892,                0.36542,                0.81132,                 0.9954,                0.99457,                0.99486,                0.91876,                0.98814,                0.98696,                0.99077,                  0.989,                0.41053,                0.09307,                0.00326,                0.27654,                0.79357,              0.0098218,              0.0098218,              0.0098218
                     93,                0.52765,                0.13258,                0.03635,                0.34967,                0.81022,                0.99684,                0.99414,                0.99485,                0.91293,                0.98961,                0.99107,                0.99231,                0.99189,                0.43629,                0.07058,                0.00523,                0.27438,                0.79849,              0.0098198,              0.0098198,              0.0098198
                     94,                0.51426,                0.12947,                 0.0397,                0.34034,                0.81422,                0.99632,                0.99566,                0.99478,                0.91195,                0.98987,                0.98871,                0.99037,                0.98997,                0.43742,                0.08165,                0.00466,                0.27442,                0.79636,              0.0098178,              0.0098178,              0.0098178
                     95,                0.52165,                0.11136,                0.03504,                0.35481,                0.81345,                0.99628,                0.99515,                0.99494,                0.92505,                0.99096,                 0.9891,                0.99022,                0.98885,                0.38965,                0.08619,                0.00321,                0.26776,                  0.792,              0.0098159,              0.0098159,              0.0098159
                     96,                0.53889,                0.13637,                0.03417,                0.35184,                0.81426,                0.99499,                0.99647,                0.99492,                0.91106,                0.99004,                0.98979,                0.99221,                0.99112,                0.43444,                0.07496,                0.00346,                0.27272,                0.79642,              0.0098139,              0.0098139,              0.0098139
                     97,                0.51617,                0.14523,                0.03589,                0.34747,                0.81787,                0.99496,                0.99569,                0.99493,                0.90054,                0.98678,                0.98765,                0.98862,                0.98619,                0.43989,                0.09366,                0.00313,                0.28455,                0.79571,              0.0098119,              0.0098119,              0.0098119
                     98,                 0.5374,                0.16071,                0.03974,                0.36602,                0.81738,                0.99517,                0.99534,                0.99487,                0.92019,                0.98907,                 0.9891,                0.99073,                0.98884,                0.41147,                0.08577,                0.00403,                0.27063,                0.79395,              0.0098099,              0.0098099,              0.0098099
                     99,                0.50974,                 0.1327,                0.03901,                0.33974,                0.81596,                 0.9968,                0.99685,                0.99489,                0.91328,                0.99057,                0.99065,                0.99145,                0.98957,                0.42739,                0.07065,                0.00436,                0.27056,                0.79256,              0.0098079,              0.0098079,              0.0098079
                    100,                0.55376,                0.12352,                0.03483,                0.35566,                 0.8183,                 0.9933,                0.99314,                 0.9949,                0.91512,                0.98933,                0.98794,                0.99223,                0.99009,                0.44028,                0.07391,                0.00455,                0.28111,                0.79458,               0.009806,               0.009806,               0.009806
