                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.6731,                0.72633,                0.20048,                0.99016,                0.88669,                0.83256,                0.69627,                0.86382,                 0.5864,                0.77929,                0.62451,                0.74253,                0.58529,                 1.0666,                 1.1321,                0.14154,                 1.0941,                0.94983,              0.0099802,              0.0099802,              0.0099802
                     13,                 1.5525,                0.72729,                0.19187,                0.90503,                0.87982,                 0.8085,                0.79167,                0.84167,                0.60963,                0.69211,                0.69219,                0.68699,                0.59523,                0.94438,                 1.0665,                0.10111,                 1.0058,                0.90056,              0.0099782,              0.0099782,              0.0099782
                     14,                 1.5461,                0.60699,                0.18322,                0.92137,                0.87291,                 0.7162,                0.85965,                0.83026,                  0.553,                0.67485,                0.75678,                0.73655,                0.65338,                 1.1791,                 1.0187,                0.09339,                 1.1217,                0.93283,              0.0099762,              0.0099762,              0.0099762
                     15,                 1.4405,                0.59062,                0.18419,                0.90678,                0.85945,                0.85344,                0.84099,                0.92208,                0.64537,                0.82968,                0.81989,                0.87536,                0.75594,                 1.0559,                0.76712,                 0.0896,                0.97173,                0.92219,              0.0099743,              0.0099743,              0.0099743
                     16,                 1.4478,                0.63957,                0.16325,                0.84377,                0.86401,                 0.8886,                 0.8256,                0.92972,                0.63943,                0.79075,                0.72577,                0.81127,                0.70376,                 1.0761,                 1.0635,                0.07166,                0.86663,                0.92248,              0.0099723,              0.0099723,              0.0099723
                     17,                 1.4714,                0.54656,                0.16322,                0.85025,                 0.8526,                0.78201,                0.79901,                0.86419,                0.60936,                0.81644,                0.70082,                0.80773,                0.70727,                 1.0319,                 0.8109,                0.07567,                0.94918,                0.92436,              0.0099703,              0.0099703,              0.0099703
                     18,                 1.5375,                0.43199,                 0.1435,                0.86559,                0.85668,                0.83296,                  0.875,                0.92457,                0.68169,                0.81746,                0.84295,                0.88648,                 0.7842,                0.97248,                0.68042,                0.08125,                0.82213,                0.89316,              0.0099683,              0.0099683,              0.0099683
                     19,                 1.3212,                0.57831,                0.15576,                0.76765,                 0.8459,                0.86852,                0.91299,                0.96177,                0.64396,                0.84007,                0.88604,                0.92421,                0.82793,                  1.058,                0.60934,                0.07597,                0.82868,                0.90248,              0.0099663,              0.0099663,              0.0099663
                     20,                 1.4105,                0.39973,                 0.1429,                0.79306,                0.84834,                0.89553,                0.94246,                0.96958,                0.73562,                0.86133,                0.87899,                0.91941,                0.80587,                0.91994,                0.64876,                0.07179,                0.75367,                0.88362,              0.0099644,              0.0099644,              0.0099644
                     21,                 1.4416,                0.42262,                0.14516,                0.79313,                 0.8412,                0.88815,                0.85131,                 0.9471,                 0.7398,                0.87186,                0.79815,                0.90706,                 0.8746,                0.87632,                 0.4634,                0.06018,                0.72876,                0.88855,              0.0099624,              0.0099624,              0.0099624
                     22,                 1.2811,                0.45607,                0.12934,                0.73904,                0.83646,                0.89604,                0.97973,                0.98697,                0.75018,                0.86178,                0.94448,                0.95736,                0.90238,                0.86634,                 0.5013,                0.05658,                 0.6586,                0.87848,              0.0099604,              0.0099604,              0.0099604
                     23,                 1.3137,                0.38404,                0.13822,                0.73948,                0.84359,                0.92373,                0.89727,                0.97385,                 0.7332,                0.89257,                0.86243,                0.93987,                0.89045,                0.92459,                0.49944,                0.06321,                0.68836,                0.90485,              0.0099584,              0.0099584,              0.0099584
                     24,                 1.2927,                 0.4184,                 0.1317,                0.73463,                0.84658,                0.79853,                 0.9421,                0.94764,                0.72128,                0.78776,                0.92013,                0.91553,                0.87284,                0.95503,                0.47495,                0.09062,                0.72122,                0.89933,              0.0099564,              0.0099564,              0.0099564
                     25,                 1.3319,                0.41488,                0.12219,                 0.7285,                0.83998,                0.92882,                0.90902,                0.96352,                0.75032,                0.88773,                0.89341,                0.93488,                0.86245,                0.85895,                0.50189,                0.05156,                0.66137,                0.88027,              0.0099545,              0.0099545,              0.0099545
                     26,                 1.3497,                0.36619,                0.11178,                0.74066,                0.84298,                0.79727,                0.83808,                0.90602,                0.71592,                0.85577,                0.74359,                0.87681,                0.83399,                  0.877,                0.47034,                0.05042,                0.83342,                0.88658,              0.0099525,              0.0099525,              0.0099525
                     27,                 1.3327,                0.39742,                0.11638,                0.73273,                 0.8337,                0.90097,                0.91599,                 0.9716,                0.75308,                 0.8841,                0.89676,                0.94937,                0.91888,                0.83673,                0.37481,                0.04433,                0.67105,                0.87842,              0.0099505,              0.0099505,              0.0099505
                     28,                 1.2895,                0.35748,                0.11397,                0.72249,                0.83269,                0.90492,                0.90046,                0.98533,                0.78307,                0.88936,                0.85437,                0.94761,                0.91522,                0.79573,                0.39038,                0.04443,                0.68177,                0.87017,              0.0099485,              0.0099485,              0.0099485
                     29,                 1.2423,                0.42259,                0.11255,                0.68646,                0.82935,                0.93092,                0.89237,                0.97022,                0.75173,                0.91199,                0.85521,                0.93694,                0.90267,                0.90898,                0.40273,                0.03811,                0.66212,                 0.8844,              0.0099465,              0.0099465,              0.0099465
                     30,                 1.2488,                0.34484,                0.10096,                0.68354,                0.83085,                0.93433,                0.92228,                0.96691,                0.74195,                0.90425,                0.88582,                0.93348,                0.90278,                0.87844,                0.39709,                0.03499,                0.65154,                0.88539,              0.0099446,              0.0099446,              0.0099446
                     31,                 1.2348,                0.37253,                0.09201,                0.66722,                0.83106,                0.92744,                0.86194,                0.97071,                0.75644,                0.89597,                0.85927,                0.93742,                0.89939,                0.87264,                0.41252,                0.03321,                0.72085,                0.87811,              0.0099426,              0.0099426,              0.0099426
                     32,                 1.1698,                0.34436,                0.08183,                0.62924,                0.82866,                0.97029,                0.96976,                0.98731,                0.80078,                0.96392,                0.95106,                0.96646,                0.93079,                0.77979,                0.33891,                0.03455,                0.57379,                0.86512,              0.0099406,              0.0099406,              0.0099406
                     33,                 1.1634,                0.32585,                0.08432,                0.64013,                0.83133,                0.97802,                0.94669,                0.98989,                0.81183,                0.97534,                0.92528,                0.95754,                0.90547,                0.75839,                0.38933,                0.03048,                0.57866,                0.84724,              0.0099386,              0.0099386,              0.0099386
                     34,                 1.2259,                 0.3028,                0.08765,                0.65695,                0.81999,                0.84362,                0.88944,                0.95096,                0.76476,                0.82005,                0.86002,                0.91769,                0.88515,                 0.7772,                0.40074,                0.02633,                0.73666,                0.86361,              0.0099366,              0.0099366,              0.0099366
                     35,                 1.1895,                0.37908,                0.09353,                0.64734,                0.83115,                0.96042,                 0.9856,                0.99208,                 0.8032,                0.95609,                0.97229,                0.97501,                0.95091,                0.76573,                0.30007,                0.03057,                0.55223,                0.86819,              0.0099347,              0.0099347,              0.0099347
                     36,                 1.1593,                0.28692,                0.08076,                0.62339,                0.82198,                0.89986,                0.94931,                0.96182,                0.76597,                 0.8753,                0.92401,                0.93784,                0.91193,                0.78074,                0.37123,                 0.0317,                0.67871,                0.85996,              0.0099327,              0.0099327,              0.0099327
                     37,                 1.2086,                0.31419,                0.08469,                0.64717,                0.82888,                  0.932,                0.94872,                0.97548,                0.77683,                0.89447,                0.91026,                0.93673,                0.92066,                0.82645,                0.41034,                0.02326,                0.64784,                0.86939,              0.0099307,              0.0099307,              0.0099307
                     38,                 1.1292,                0.33796,                0.10463,                0.63369,                0.82295,                0.98084,                0.96281,                0.99179,                0.81381,                 0.9515,                0.93402,                0.94418,                0.93201,                0.74042,                0.38688,                0.02491,                0.52611,                0.85516,              0.0099287,              0.0099287,              0.0099287
                     39,                 1.0806,                0.30101,                0.08599,                0.58382,                0.82598,                0.91189,                0.97043,                0.98375,                0.82545,                0.88748,                0.94492,                0.95633,                0.93288,                0.69242,                0.36875,                0.03103,                0.57966,                0.85314,              0.0099267,              0.0099267,              0.0099267
                     40,                 1.1657,                0.24545,                0.08571,                0.62486,                0.82204,                0.92397,                0.98598,                0.98349,                0.77166,                0.90081,                 0.9606,                0.95597,                0.92342,                0.82952,                0.31893,                0.02753,                0.60215,                 0.8563,              0.0099248,              0.0099248,              0.0099248
                     41,                 1.1247,                0.28851,                0.07444,                0.65756,                0.82412,                0.87439,                0.73716,                0.87142,                0.70266,                0.86084,                0.71368,                0.83453,                 0.7902,                0.85073,                 0.5718,                 0.0358,                0.86438,                 0.8794,              0.0099228,              0.0099228,              0.0099228
                     42,                 1.1113,                  0.295,                0.07072,                0.62204,                0.81742,                0.97803,                0.95539,                0.99232,                0.79117,                0.96141,                0.93936,                0.96836,                0.94423,                0.78095,                0.34183,                0.02148,                0.56849,                0.85711,              0.0099208,              0.0099208,              0.0099208
                     43,                 1.0708,                0.26551,                0.08004,                0.60189,                 0.8228,                0.87488,                0.91912,                0.96752,                0.76386,                0.85472,                0.89683,                0.93549,                0.90944,                0.83508,                0.36098,                0.02918,                0.63157,                0.86861,              0.0099188,              0.0099188,              0.0099188
                     44,                  1.108,                0.27902,                0.06991,                0.59373,                0.81911,                0.96579,                0.95826,                 0.9924,                0.80472,                0.94081,                0.93267,                0.96483,                0.95212,                0.75108,                 0.2964,                0.02306,                0.54789,                0.86396,              0.0099168,              0.0099168,              0.0099168
                     45,                 1.1018,                0.27808,                0.07744,                0.60838,                0.81591,                0.96888,                0.97846,                0.99444,                0.77159,                0.95929,                0.94668,                0.96811,                0.91532,                0.82808,                0.34515,                0.02585,                 0.5527,                0.85976,              0.0099149,              0.0099149,              0.0099149
                     46,                  1.125,                0.27645,                 0.0677,                0.60537,                0.81252,                0.97437,                0.98329,                0.99444,                0.83128,                 0.9485,                0.95814,                 0.9633,                0.95658,                0.67557,                0.28829,                0.01525,                0.50469,                0.83916,              0.0099129,              0.0099129,              0.0099129
                     47,                 1.1302,                0.27949,                0.05782,                0.58989,                0.80862,                0.95429,                0.94454,                0.98841,                 0.8027,                0.92047,                0.90946,                0.95102,                0.92576,                0.75888,                0.39389,                0.01497,                 0.5639,                0.84637,              0.0099109,              0.0099109,              0.0099109
                     48,                  1.075,                0.27062,                0.06497,                0.59883,                0.81234,                0.94992,                0.94223,                0.98281,                0.79299,                0.93031,                  0.923,                0.96267,                0.95868,                 0.7576,                0.26484,                0.02272,                0.57501,                0.85119,              0.0099089,              0.0099089,              0.0099089
                     49,                 1.0784,                0.26644,                0.07191,                0.58748,                0.81575,                 0.9463,                0.96454,                0.99224,                0.80795,                0.92787,                0.94531,                0.97208,                0.96772,                0.74539,                0.24773,                0.01709,                0.57252,                0.85502,              0.0099069,              0.0099069,              0.0099069
                     50,                 1.0564,                0.26039,                0.05943,                0.56852,                0.81534,                0.94728,                0.99464,                 0.9946,                0.83804,                  0.914,                0.95938,                0.96496,                0.94697,                0.65025,                0.34648,                0.01637,                 0.4986,                 0.8369,               0.009905,               0.009905,               0.009905
                     51,                 1.0874,                0.26072,                0.07007,                0.56502,                0.81438,                0.95818,                0.99595,                0.99331,                0.81318,                 0.9146,                0.95247,                0.94385,                0.92144,                 0.7057,                0.37845,                0.01429,                0.52147,                0.84585,               0.009903,               0.009903,               0.009903
                     52,                 1.0509,                0.23213,                0.05965,                0.56481,                0.81328,                0.95461,                0.96876,                0.98681,                0.81858,                0.92966,                0.94321,                0.96845,                0.95452,                0.71256,                0.24631,                 0.0125,                0.59043,                0.83787,               0.009901,               0.009901,               0.009901
                     53,                  1.033,                0.24694,                 0.0669,                0.56491,                0.81115,                0.97574,                0.98057,                 0.9941,                0.83848,                0.97927,                0.94109,                0.96142,                0.94159,                0.68756,                0.32159,                0.02129,                0.49103,                0.84296,               0.009899,               0.009899,               0.009899
                     54,                 1.0481,                0.26506,                0.06247,                0.58611,                0.81755,                 0.9277,                0.92086,                0.97589,                0.82705,                0.92833,                0.89508,                0.95844,                0.94207,                0.68232,                0.26141,                 0.0171,                0.62269,                0.83888,               0.009897,               0.009897,               0.009897
                     55,                 1.0317,                0.25709,                0.06635,                0.57234,                 0.8182,                0.96158,                0.92232,                0.98399,                0.81003,                0.93695,                0.86754,                0.93277,                0.91454,                0.73303,                0.42798,                0.01934,                0.57344,                0.85445,              0.0098951,              0.0098951,              0.0098951
                     56,                 1.0327,                0.23574,                0.05635,                0.56913,                0.82193,                0.95992,                0.96154,                0.99005,                0.81839,                0.92226,                0.92308,                0.94827,                0.93317,                 0.7206,                0.39422,                0.01323,                0.53039,                0.84798,              0.0098931,              0.0098931,              0.0098931
                     57,                 1.0543,                0.23136,                0.06471,                0.55733,                0.81727,                0.93611,                0.94949,                0.98677,                0.81583,                0.90613,                0.91747,                0.94923,                0.92401,                0.74485,                0.36243,                0.02374,                0.57723,                0.84843,              0.0098911,              0.0098911,              0.0098911
                     58,                 1.0428,                0.24222,                0.06945,                0.54598,                0.81596,                0.94556,                0.95968,                0.98549,                 0.8058,                0.93472,                0.93683,                0.96286,                 0.9511,                 0.7999,                0.25165,                 0.0187,                0.58265,                0.85943,              0.0098891,              0.0098891,              0.0098891
                     59,                 1.0292,                 0.2755,                0.06832,                 0.5634,                0.81324,                0.98686,                0.99522,                0.99456,                0.83925,                0.96764,                0.97602,                0.96828,                0.95627,                0.68342,                0.26121,                0.01461,                0.50955,                0.84246,              0.0098871,              0.0098871,              0.0098871
                     60,                0.99869,                0.25167,                0.05855,                0.54899,                0.80681,                0.94262,                0.92411,                0.99231,                0.83664,                0.90975,                 0.9177,                0.96943,                0.94917,                0.68077,                0.28658,                0.01375,                0.58308,                 0.8386,              0.0098852,              0.0098852,              0.0098852
                     61,                 1.0196,                0.23327,                0.06496,                0.54716,                0.81236,                0.94236,                0.97599,                0.99015,                0.81016,                0.92459,                0.95687,                0.97361,                0.96559,                0.74467,                0.24648,                0.01849,                0.51844,                0.85016,              0.0098832,              0.0098832,              0.0098832
                     62,                 0.9907,                0.24449,                0.06387,                0.53583,                0.81293,                 0.9805,                0.98718,                0.99383,                0.82471,                0.96142,                0.96795,                0.97566,                0.95599,                0.68479,                0.27571,                0.01233,                0.49823,                0.84912,              0.0098812,              0.0098812,              0.0098812
                     63,                  1.005,                0.25977,                0.05005,                0.53307,                0.80615,                 0.9677,                0.97962,                0.99157,                0.85663,                0.93961,                0.95077,                0.96667,                0.94435,                0.63973,                0.27323,                0.01208,                0.49742,                0.83219,              0.0098792,              0.0098792,              0.0098792
                     64,                 1.0103,                0.27453,                0.07462,                0.56342,                0.81764,                0.92702,                0.97026,                0.99425,                0.85813,                0.89946,                0.94142,                0.97064,                0.94185,                 0.6302,                0.33274,                0.01721,                0.51333,                0.83326,              0.0098772,              0.0098772,              0.0098772
                     65,                0.98753,                0.25111,                0.06279,                0.52889,                0.81195,                0.97319,                0.93288,                0.99456,                0.82876,                0.95827,                 0.9157,                0.97929,                0.95295,                0.72643,                 0.2791,                0.01761,                0.53103,                 0.8408,              0.0098753,              0.0098753,              0.0098753
                     66,                0.96514,                0.23327,                0.06308,                0.53358,                0.80958,                0.88895,                0.96795,                0.98663,                0.82715,                0.86265,                 0.9391,                0.94691,                0.92744,                0.73064,                 0.3603,                0.01871,                0.57255,                0.84489,              0.0098733,              0.0098733,              0.0098733
                     67,                0.97832,                0.27085,                 0.0564,                0.55313,                0.80743,                0.85481,                0.96154,                0.98718,                0.83481,                0.83753,                0.94231,                0.96631,                0.96014,                  0.668,                0.22684,                 0.0204,                0.59874,                0.83269,              0.0098713,              0.0098713,              0.0098713
                     68,                0.97708,                0.28569,                0.04937,                0.53982,                0.80672,                0.96246,                0.96517,                0.99249,                0.83315,                0.92408,                0.95328,                0.97653,                0.95479,                 0.7137,                0.26872,                0.01095,                0.51078,                0.83991,              0.0098693,              0.0098693,              0.0098693
                     69,                0.97381,                0.27698,                0.05945,                0.53613,                0.81264,                0.98535,                0.98358,                0.99464,                0.84134,                0.97598,                0.97397,                0.98751,                0.97673,                0.64842,                0.17875,                0.01133,                0.47487,                0.83113,              0.0098673,              0.0098673,              0.0098673
                     70,                0.99552,                0.22441,                0.06132,                0.52771,                0.81417,                0.99504,                0.99341,                0.99443,                 0.7969,                0.98532,                0.98391,                0.98678,                0.97192,                0.79076,                0.18816,                 0.0153,                0.48963,                0.85098,              0.0098654,              0.0098654,              0.0098654
                     71,                0.98708,                0.20474,                0.05121,                0.53065,                0.80651,                0.94799,                 0.9844,                0.98667,                0.82667,                0.92864,                0.96544,                0.96784,                0.95984,                0.72085,                0.21876,                0.01229,                0.52704,                0.83852,              0.0098634,              0.0098634,              0.0098634
                     72,                0.99543,                0.26041,                0.04665,                0.52621,                0.80654,                0.90503,                0.94989,                0.97826,                0.83159,                0.88003,                0.92424,                0.95631,                0.93096,                0.66768,                0.27896,                  0.011,                0.61711,                0.82811,              0.0098614,              0.0098614,              0.0098614
                     73,                 0.9772,                0.22361,                0.05427,                0.52909,                0.80753,                0.98374,                0.97306,                0.99326,                0.84896,                0.97466,                0.96345,                0.98629,                0.97233,                0.64244,                0.18198,                0.01364,                0.46993,                0.83097,              0.0098594,              0.0098594,              0.0098594
                     74,                0.94811,                0.17748,                0.04457,                0.52413,                0.80472,                0.96768,                0.98095,                  0.995,                0.86649,                0.95861,                0.97133,                0.98662,                0.97375,                0.62273,                0.16769,                0.00843,                0.49317,                0.82628,              0.0098574,              0.0098574,              0.0098574
                     75,                0.95305,                 0.2097,                0.05374,                0.51721,                0.80808,                0.98957,                0.99815,                  0.995,                0.85187,                0.96383,                0.97275,                0.96543,                0.95256,                0.65111,                0.27384,                 0.0119,                0.46867,                 0.8352,              0.0098555,              0.0098555,              0.0098555
                     76,                0.98644,                0.19628,                0.05335,                0.51609,                0.80626,                 0.9766,                 0.9952,                0.99487,                0.84834,                0.96694,                 0.9856,                0.98782,                0.98019,                0.65329,                0.17413,                0.01476,                 0.4642,                0.83947,              0.0098535,              0.0098535,              0.0098535
                     77,                0.96185,                0.21617,                0.04356,                0.51347,                0.80842,                0.95806,                 0.9753,                0.98963,                 0.8371,                0.92722,                0.94325,                0.96522,                0.95958,                0.66329,                0.25353,                0.00671,                0.50304,                0.84304,              0.0098515,              0.0098515,              0.0098515
                     78,                0.88704,                0.20817,                0.04217,                0.48815,                0.79919,                0.97858,                 0.9916,                  0.995,                 0.8493,                0.96915,                0.98198,                0.98761,                0.97301,                0.63724,                0.19409,                0.00679,                 0.4762,                 0.8261,              0.0098495,              0.0098495,              0.0098495
                     79,                0.94341,                0.20083,                0.05865,                0.50975,                0.80208,                0.98928,                0.97147,                0.99416,                0.85492,                0.98007,                0.96185,                0.98783,                0.97893,                0.63782,                0.18109,                0.01616,                0.49693,                0.82714,              0.0098475,              0.0098475,              0.0098475
                     80,                 0.9404,                0.17681,                0.04945,                0.50638,                0.80445,                0.97306,                0.99204,                0.99424,                0.85611,                0.96369,                0.98243,                0.98705,                0.98292,                0.63577,                0.14382,                0.01076,                0.46191,                0.83337,              0.0098456,              0.0098456,              0.0098456
                     81,                0.90148,                0.19896,                0.03999,                0.49655,                0.80979,                0.97806,                0.98541,                0.99288,                 0.8358,                0.95323,                0.95985,                0.96861,                0.95873,                 0.6586,                0.25806,                0.00763,                0.46248,                0.83987,              0.0098436,              0.0098436,              0.0098436
                     82,                0.95541,                0.18524,                0.04734,                0.50612,                0.80874,                0.96118,                0.94284,                 0.9876,                0.83825,                0.92593,                0.90765,                0.95793,                0.94643,                0.66022,                0.27996,                 0.0094,                0.51919,                0.84236,              0.0098416,              0.0098416,              0.0098416
                     83,                0.91186,                0.21782,                0.04309,                0.50429,                0.80116,                0.98701,                0.97452,                0.99447,                0.84006,                0.97712,                0.96491,                0.98639,                0.97127,                0.65829,                0.21396,                0.00786,                0.45409,                0.83088,              0.0098396,              0.0098396,              0.0098396
                     84,                0.95941,                0.22715,                0.05064,                0.51129,                0.80316,                0.96522,                0.97749,                0.99218,                0.84048,                0.94958,                0.96154,                0.98096,                0.96946,                0.63197,                0.20577,                0.01491,                0.49156,                0.83042,              0.0098376,              0.0098376,              0.0098376
                     85,                0.96091,                0.17405,                0.05373,                0.50699,                0.80158,                0.96671,                 0.9725,                0.99296,                0.83715,                0.96318,                0.96608,                0.98205,                0.97008,                0.64116,                0.20033,                0.00846,                0.48095,                0.82257,              0.0098357,              0.0098357,              0.0098357
                     86,                0.95516,                0.17866,                0.04991,                0.50701,                0.80733,                0.99084,                0.99707,                  0.995,                0.83654,                0.94592,                0.95236,                0.96208,                0.95311,                0.69925,                 0.2738,                0.00974,                0.44845,                0.83956,              0.0098337,              0.0098337,              0.0098337
                     87,                0.90605,                0.18531,                0.04358,                 0.4866,                0.80679,                0.99112,                0.99559,                  0.995,                0.84343,                0.96542,                0.96561,                0.96966,                0.95893,                0.63685,                0.25287,                0.00966,                0.44329,                0.82965,              0.0098317,              0.0098317,              0.0098317
                     88,                0.91767,                0.19211,                0.04489,                0.49749,                0.80244,                0.97677,                0.98932,                0.99487,                0.83573,                0.98551,                0.95052,                0.97295,                0.96332,                0.65564,                 0.2557,                0.01168,                0.45557,                0.83228,              0.0098297,              0.0098297,              0.0098297
                     89,                0.94502,                0.17341,                0.04359,                0.50413,                0.80951,                0.99074,                0.98138,                0.99487,                0.83724,                0.96159,                0.94404,                0.96812,                0.96444,                0.69905,                0.24501,                0.00772,                0.45083,                  0.842,              0.0098277,              0.0098277,              0.0098277
                     90,                0.96079,                0.16262,                0.04849,                0.49738,                0.80338,                0.99092,                0.99679,                  0.995,                 0.8703,                0.96602,                0.96697,                0.96722,                0.96364,                0.62692,                 0.2388,                0.01476,                0.45486,                 0.8298,              0.0098258,              0.0098258,              0.0098258
                     91,                0.93762,                0.16841,                0.04528,                 0.5009,                0.79621,                0.98868,                0.98294,                  0.995,                0.84784,                0.96356,                0.95128,                0.96828,                0.96469,                 0.6678,                0.22638,                0.00592,                0.46983,                0.83717,              0.0098238,              0.0098238,              0.0098238
                     92,                0.88193,                0.24199,                  0.052,                 0.4829,                0.80168,                0.99304,                      1,                  0.995,                0.85755,                0.97743,                0.97975,                0.97208,                0.96801,                0.65367,                0.22543,                0.02363,                0.44801,                 0.8328,              0.0098218,              0.0098218,              0.0098218
                     93,                0.88997,                 0.1719,                0.05114,                0.47585,                0.80124,                0.98875,                0.98188,                0.99488,                0.86069,                0.97731,                0.96189,                0.98291,                0.97249,                0.63167,                0.17772,                0.00574,                0.44216,                0.82747,              0.0098198,              0.0098198,              0.0098198
                     94,                 0.9155,                0.17273,                0.04753,                0.48229,                0.79731,                 0.9893,                0.99376,                  0.995,                0.85656,                0.97984,                0.98421,                0.98687,                0.97287,                0.62768,                0.15991,                0.00595,                0.43426,                 0.8314,              0.0098178,              0.0098178,              0.0098178
                     95,                0.87231,                0.19619,                0.04859,                0.47931,                0.80304,                 0.9864,                 0.9854,                  0.995,                0.86518,                0.97047,                0.96945,                0.98119,                0.97456,                 0.6122,                0.19653,                0.01664,                0.44146,                0.82979,              0.0098159,              0.0098159,              0.0098159
                     96,                  0.869,                0.19255,                0.04163,                0.48239,                0.80448,                0.98041,                0.99621,                0.99488,                 0.8719,                 0.9645,                0.98028,                 0.9849,                0.97237,                0.58056,                0.18003,                0.00581,                0.44037,                 0.8179,              0.0098139,              0.0098139,              0.0098139
                     97,                0.88212,                0.19104,                 0.0523,                0.47329,                0.80274,                0.98443,                0.97632,                0.99438,                0.86356,                0.95887,                 0.9508,                0.95953,                0.95809,                0.62515,                0.22764,                0.01877,                0.45145,                0.82423,              0.0098119,              0.0098119,              0.0098119
                     98,                0.86489,                0.20856,                0.04974,                0.47633,                0.80161,                0.98973,                      1,                  0.995,                0.86536,                0.95492,                0.96474,                0.96358,                0.95722,                0.61485,                0.29059,                0.01223,                0.42942,                0.82888,              0.0098099,              0.0098099,              0.0098099
                     99,                0.92848,                0.18872,                0.04115,                0.49385,                0.80209,                 0.9865,                0.99441,                  0.995,                0.85532,                0.95717,                0.96564,                0.96305,                0.94568,                0.62739,                0.28492,                0.00567,                0.44284,                0.82664,              0.0098079,              0.0098079,              0.0098079
                    100,                0.85097,                0.18515,                0.04132,                0.46189,                0.79971,                0.99491,                0.99605,                  0.995,                 0.8494,                0.96251,                0.96416,                0.96035,                0.95188,                  0.609,                 0.2924,                0.00737,                0.44167,                0.82315,               0.009806,               0.009806,               0.009806
