                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.55056,                0.14424,                0.05493,                0.40016,                0.83043,                0.89483,                0.90414,                0.94146,                0.79114,                0.88512,                0.86284,                0.91164,                0.90937,                0.66206,                0.27523,                0.01304,                0.55208,                0.82746,              0.0098871,              0.0098871,              0.0098871
                     60,                0.55675,                0.13405,                0.04831,                0.38958,                0.82964,                0.96784,                0.97041,                0.99121,                0.84987,                0.93978,                 0.9416,                0.96326,                0.95076,                 0.6068,                0.28761,                0.01329,                0.41705,                0.81456,              0.0098852,              0.0098852,              0.0098852
                     61,                 0.5475,                0.15041,                0.05012,                0.38808,                0.83265,                0.91481,                0.95795,                0.97977,                0.81389,                0.89113,                0.93305,                0.95095,                0.94174,                 0.6735,                0.26473,                0.01095,                0.46548,                0.82517,              0.0098832,              0.0098832,              0.0098832
                     62,                0.56422,                0.12337,                0.05061,                0.39907,                 0.8282,                0.96916,                0.94883,                0.99019,                0.80547,                0.94351,                0.92335,                0.96245,                0.95621,                0.73612,                 0.2505,                0.00997,                0.43168,                0.83866,              0.0098812,              0.0098812,              0.0098812
                     63,                0.54824,                0.13255,                0.05101,                0.38643,                0.83004,                0.95517,                 0.9698,                0.98832,                0.83393,                0.92734,                0.91963,                0.95055,                0.94678,                0.63546,                0.30072,                0.00886,                0.41506,                0.81701,              0.0098792,              0.0098792,              0.0098792
                     64,                0.53037,                0.13593,                0.04263,                 0.3875,                0.83128,                0.93197,                0.91344,                0.97197,                0.78865,                0.89254,                0.87518,                0.91389,                0.89384,                0.75327,                0.43948,                 0.0177,                0.55964,                0.84107,              0.0098772,              0.0098772,              0.0098772
                     65,                0.57216,                0.13438,                0.05343,                0.38818,                0.82985,                0.93687,                0.96336,                0.98677,                0.80009,                0.92491,                0.89131,                0.94352,                0.94152,                0.77296,                0.31983,                0.01302,                0.47179,                0.84134,              0.0098753,              0.0098753,              0.0098753
                     66,                  0.566,                0.13947,                0.04712,                0.38805,                0.82861,                0.92435,                0.79674,                0.92667,                0.75034,                0.92861,                0.75856,                0.89322,                0.86329,                0.73396,                0.44902,                0.02806,                0.66203,                0.84462,              0.0098733,              0.0098733,              0.0098733
                     67,                0.56141,                 0.2131,                0.05555,                0.40089,                0.82991,                0.91914,                0.92122,                0.97002,                0.76958,                0.88414,                0.88612,                 0.9357,                0.87767,                0.76603,                0.43807,                0.02426,                0.54321,                0.84466,              0.0098713,              0.0098713,              0.0098713
                     68,                0.56559,                0.14279,                0.04813,                0.38798,                0.83288,                0.88031,                0.95138,                0.97034,                0.80102,                0.83821,                0.90896,                0.91918,                0.91032,                 0.6545,                0.35995,                 0.0197,                0.46227,                 0.8294,              0.0098693,              0.0098693,              0.0098693
                     69,                0.56897,                0.13768,                0.03888,                0.37593,                0.82896,                0.92098,                0.94231,                0.98532,                0.84955,                0.92947,                0.86287,                 0.9478,                0.93723,                0.62628,                0.30337,                0.01758,                0.41518,                0.82028,              0.0098673,              0.0098673,              0.0098673
                     70,                0.53844,                0.14366,                 0.0465,                0.38286,                0.82492,                0.95114,                0.96469,                 0.9869,                0.84883,                 0.9378,                0.92251,                0.94484,                0.93946,                0.60269,                0.32362,                0.01319,                0.43344,                0.81861,              0.0098654,              0.0098654,              0.0098654
                     71,                0.54393,                0.13858,                0.04506,                0.38276,                 0.8243,                0.98108,                0.97436,                0.99263,                0.84022,                0.94612,                 0.9391,                0.95749,                0.95312,                 0.6277,                0.29899,                0.01008,                0.41951,                0.81786,              0.0098634,              0.0098634,              0.0098634
                     72,                0.54539,                0.13539,                0.04161,                0.38283,                0.82335,                0.96591,                0.97932,                0.99319,                 0.8548,                0.92147,                0.93444,                 0.9558,                0.94801,                0.60585,                0.24548,                0.00662,                 0.3868,                0.80992,              0.0098614,              0.0098614,              0.0098614
                     73,                0.52127,                0.10012,                 0.0399,                0.36915,                0.82346,                0.99024,                0.97274,                0.99176,                0.86075,                0.96472,                0.94727,                0.96587,                0.95667,                0.59512,                0.25061,                0.00835,                0.41917,                0.81295,              0.0098594,              0.0098594,              0.0098594
                     74,                0.53331,                0.14566,                0.05048,                0.38018,                0.82501,                0.97111,                0.97645,                0.98645,                0.85525,                0.94596,                0.95107,                  0.961,                0.95388,                0.59269,                0.23883,                0.01509,                0.42503,                0.81606,              0.0098574,              0.0098574,              0.0098574
                     75,                0.52833,                0.11886,                 0.0462,                0.36777,                0.82488,                0.95114,                0.97288,                0.98536,                0.85629,                0.92387,                0.94428,                0.95558,                0.94729,                0.60833,                 0.2773,                0.00865,                0.42296,                0.80946,              0.0098555,              0.0098555,              0.0098555
                     76,                0.53316,                0.12768,                0.04664,                0.38546,                0.81938,                0.95334,                0.97958,                0.99126,                0.85458,                0.92836,                0.95399,                  0.963,                0.95525,                0.57644,                0.25541,                0.00939,                0.41456,                0.80697,              0.0098535,              0.0098535,              0.0098535
                     77,                0.49743,                0.12977,                0.04045,                0.37512,                0.81864,                0.98836,                0.98442,                0.99444,                 0.8661,                 0.9629,                0.95878,                0.97053,                0.97053,                0.56988,                0.23926,                0.00876,                0.39004,                0.80811,              0.0098515,              0.0098515,              0.0098515
                     78,                0.51656,                0.11694,                 0.0398,                0.35759,                0.82025,                0.94612,                0.97083,                0.98987,                0.85526,                0.92093,                0.94539,                0.96198,                0.96105,                0.57113,                0.24243,                0.00811,                0.38945,                0.81001,              0.0098495,              0.0098495,              0.0098495
                     79,                0.51056,                0.13288,                0.04105,                0.36565,                0.81668,                0.90048,                0.88658,                0.94506,                0.80277,                0.87529,                0.85814,                0.91444,                0.89573,                0.60969,                0.37318,                0.01569,                0.59895,                0.82456,              0.0098475,              0.0098475,              0.0098475
                     80,                0.49927,                0.13894,                0.03823,                0.35732,                0.81752,                0.96407,                0.97038,                0.98901,                 0.8502,                0.96532,                0.96356,                0.98237,                0.96838,                0.60617,                0.18941,                0.00954,                0.41295,                0.81298,              0.0098456,              0.0098456,              0.0098456
                     81,                0.50177,                0.12306,                0.03921,                 0.3632,                0.81807,                0.96726,                0.95963,                0.99009,                0.85924,                0.95812,                0.95001,                0.98318,                0.96361,                0.56231,                0.19034,                0.01082,                0.39574,                0.80807,              0.0098436,              0.0098436,              0.0098436
                     82,                0.50941,                0.12766,                0.03707,                0.36437,                0.82156,                0.93309,                0.97097,                0.98301,                0.81952,                0.90885,                0.94596,                0.95708,                0.94532,                0.66185,                0.30796,                0.01301,                0.43958,                0.82449,              0.0098416,              0.0098416,              0.0098416
                     83,                0.53543,                0.12872,                0.04197,                0.36059,                0.82123,                0.98029,                0.94629,                0.98849,                0.87663,                0.96847,                0.92411,                0.97113,                 0.9577,                0.53263,                0.20277,                0.00776,                0.37665,                0.80783,              0.0098396,              0.0098396,              0.0098396
                     84,                0.51787,                0.10965,                0.03786,                0.35521,                 0.8172,                 0.9628,                0.96394,                0.99431,                0.87182,                0.95325,                0.95433,                  0.987,                0.98304,                0.55027,                0.14025,                0.00939,                0.35052,                0.80466,              0.0098376,              0.0098376,              0.0098376
                     85,                0.50464,                0.10354,                0.03603,                0.34659,                0.81335,                0.96583,                0.99383,                0.99366,                0.87922,                0.95625,                0.98426,                0.98651,                0.97955,                0.53147,                0.14997,                0.01027,                0.37168,                0.80562,              0.0098357,              0.0098357,              0.0098357
